Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,34,2015,4,14,8,0
Blackspring Ridge (BSR1),300,49,2015,4,14,8,0
Blue Trail Wind (BTR1),66,17,2015,4,14,8,0
Castle River #1 (CR1),39,1,2015,4,14,8,0
Castle Rock Wind Farm (CRR1),77,8,2015,4,14,8,0
Cowley Ridge (CRW1),38,2,2015,4,14,8,0
Enmax Taber (TAB1),81,6,2015,4,14,8,0
Ghost Pine (NEP1),82,0,2015,4,14,8,0
Halkirk Wind Power Facility (HAL1),150,24,2015,4,14,8,0
Kettles Hill (KHW1),63,0,2015,4,14,8,0
McBride Lake Windfarm (AKE1),73,6,2015,4,14,8,0
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,14,8,0
Soderglen Wind  (GWW1),71,23,2015,4,14,8,0
Summerview 1 (IEW1),66,13,2015,4,14,8,0
Summerview 2 (IEW2),66,6,2015,4,14,8,0
Suncor Chin Chute (SCR3),30,20,2015,4,14,8,0
Suncor Magrath (SCR2),30,4,2015,4,14,8,0
Suncor Wintering Hills (SCR4),88,1,2015,4,14,8,0
Ardenville Wind (ARD1),68,33,2015,4,14,8,1
Blackspring Ridge (BSR1),300,44,2015,4,14,8,1
Blue Trail Wind (BTR1),66,18,2015,4,14,8,1
Castle River #1 (CR1),39,1,2015,4,14,8,1
Castle Rock Wind Farm (CRR1),77,9,2015,4,14,8,1
Cowley Ridge (CRW1),38,2,2015,4,14,8,1
Enmax Taber (TAB1),81,6,2015,4,14,8,1
Ghost Pine (NEP1),82,0,2015,4,14,8,1
Halkirk Wind Power Facility (HAL1),150,24,2015,4,14,8,1
Kettles Hill (KHW1),63,0,2015,4,14,8,1
McBride Lake Windfarm (AKE1),73,6,2015,4,14,8,1
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,14,8,1
Soderglen Wind  (GWW1),71,23,2015,4,14,8,1
Summerview 1 (IEW1),66,13,2015,4,14,8,1
Summerview 2 (IEW2),66,6,2015,4,14,8,1
Suncor Chin Chute (SCR3),30,22,2015,4,14,8,1
Suncor Magrath (SCR2),30,4,2015,4,14,8,1
Suncor Wintering Hills (SCR4),88,1,2015,4,14,8,1
Ardenville Wind (ARD1),68,31,2015,4,14,8,2
Blackspring Ridge (BSR1),300,46,2015,4,14,8,2
Blue Trail Wind (BTR1),66,16,2015,4,14,8,2
Castle River #1 (CR1),39,1,2015,4,14,8,2
Castle Rock Wind Farm (CRR1),77,9,2015,4,14,8,2
Cowley Ridge (CRW1),38,1,2015,4,14,8,2
Enmax Taber (TAB1),81,7,2015,4,14,8,2
Ghost Pine (NEP1),82,0,2015,4,14,8,2
Halkirk Wind Power Facility (HAL1),150,23,2015,4,14,8,2
Kettles Hill (KHW1),63,0,2015,4,14,8,2
McBride Lake Windfarm (AKE1),73,6,2015,4,14,8,2
Oldman 2 Wind Farm 1 (OWF1),46,4,2015,4,14,8,2
Soderglen Wind  (GWW1),71,22,2015,4,14,8,2
Summerview 1 (IEW1),66,14,2015,4,14,8,2
Summerview 2 (IEW2),66,7,2015,4,14,8,2
Suncor Chin Chute (SCR3),30,23,2015,4,14,8,2
Suncor Magrath (SCR2),30,4,2015,4,14,8,2
Suncor Wintering Hills (SCR4),88,0,2015,4,14,8,2
Ardenville Wind (ARD1),68,31,2015,4,14,8,3
Blackspring Ridge (BSR1),300,42,2015,4,14,8,3
Blue Trail Wind (BTR1),66,15,2015,4,14,8,3
Castle River #1 (CR1),39,1,2015,4,14,8,3
Castle Rock Wind Farm (CRR1),77,10,2015,4,14,8,3
Cowley Ridge (CRW1),38,1,2015,4,14,8,3
Enmax Taber (TAB1),81,7,2015,4,14,8,3
Ghost Pine (NEP1),82,0,2015,4,14,8,3
Halkirk Wind Power Facility (HAL1),150,23,2015,4,14,8,3
Kettles Hill (KHW1),63,0,2015,4,14,8,3
McBride Lake Windfarm (AKE1),73,5,2015,4,14,8,3
Oldman 2 Wind Farm 1 (OWF1),46,4,2015,4,14,8,3
Soderglen Wind  (GWW1),71,22,2015,4,14,8,3
Summerview 1 (IEW1),66,14,2015,4,14,8,3
Summerview 2 (IEW2),66,7,2015,4,14,8,3
Suncor Chin Chute (SCR3),30,22,2015,4,14,8,3
Suncor Magrath (SCR2),30,4,2015,4,14,8,3
Suncor Wintering Hills (SCR4),88,0,2015,4,14,8,3
Ardenville Wind (ARD1),68,30,2015,4,14,8,4
Blackspring Ridge (BSR1),300,39,2015,4,14,8,4
Blue Trail Wind (BTR1),66,15,2015,4,14,8,4
Castle River #1 (CR1),39,1,2015,4,14,8,4
Castle Rock Wind Farm (CRR1),77,10,2015,4,14,8,4
Cowley Ridge (CRW1),38,1,2015,4,14,8,4
Enmax Taber (TAB1),81,7,2015,4,14,8,4
Ghost Pine (NEP1),82,0,2015,4,14,8,4
Halkirk Wind Power Facility (HAL1),150,24,2015,4,14,8,4
Kettles Hill (KHW1),63,0,2015,4,14,8,4
McBride Lake Windfarm (AKE1),73,5,2015,4,14,8,4
Oldman 2 Wind Farm 1 (OWF1),46,4,2015,4,14,8,4
Soderglen Wind  (GWW1),71,22,2015,4,14,8,4
Summerview 1 (IEW1),66,14,2015,4,14,8,4
Summerview 2 (IEW2),66,7,2015,4,14,8,4
Suncor Chin Chute (SCR3),30,22,2015,4,14,8,4
Suncor Magrath (SCR2),30,3,2015,4,14,8,4
Suncor Wintering Hills (SCR4),88,0,2015,4,14,8,4
Ardenville Wind (ARD1),68,29,2015,4,14,8,5
Blackspring Ridge (BSR1),300,35,2015,4,14,8,5
Blue Trail Wind (BTR1),66,14,2015,4,14,8,5
Castle River #1 (CR1),39,1,2015,4,14,8,5
Castle Rock Wind Farm (CRR1),77,10,2015,4,14,8,5
Cowley Ridge (CRW1),38,1,2015,4,14,8,5
Enmax Taber (TAB1),81,7,2015,4,14,8,5
Ghost Pine (NEP1),82,0,2015,4,14,8,5
Halkirk Wind Power Facility (HAL1),150,23,2015,4,14,8,5
Kettles Hill (KHW1),63,0,2015,4,14,8,5
McBride Lake Windfarm (AKE1),73,5,2015,4,14,8,5
Oldman 2 Wind Farm 1 (OWF1),46,4,2015,4,14,8,5
Soderglen Wind  (GWW1),71,23,2015,4,14,8,5
Summerview 1 (IEW1),66,14,2015,4,14,8,5
