Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,64,2015,4,14,20,0
Blackspring Ridge (BSR1),300,290,2015,4,14,20,0
Blue Trail Wind (BTR1),66,65,2015,4,14,20,0
Castle River #1 (CR1),39,38,2015,4,14,20,0
Castle Rock Wind Farm (CRR1),77,58,2015,4,14,20,0
Cowley Ridge (CRW1),38,24,2015,4,14,20,0
Enmax Taber (TAB1),81,69,2015,4,14,20,0
Ghost Pine (NEP1),82,80,2015,4,14,20,0
Halkirk Wind Power Facility (HAL1),150,84,2015,4,14,20,0
Kettles Hill (KHW1),63,59,2015,4,14,20,0
McBride Lake Windfarm (AKE1),73,65,2015,4,14,20,0
Oldman 2 Wind Farm 1 (OWF1),46,38,2015,4,14,20,0
Soderglen Wind  (GWW1),71,59,2015,4,14,20,0
Summerview 1 (IEW1),66,56,2015,4,14,20,0
Summerview 2 (IEW2),66,21,2015,4,14,20,0
Suncor Chin Chute (SCR3),30,30,2015,4,14,20,0
Suncor Magrath (SCR2),30,23,2015,4,14,20,0
Suncor Wintering Hills (SCR4),88,87,2015,4,14,20,0
Ardenville Wind (ARD1),68,65,2015,4,14,20,1
Blackspring Ridge (BSR1),300,291,2015,4,14,20,1
Blue Trail Wind (BTR1),66,64,2015,4,14,20,1
Castle River #1 (CR1),39,38,2015,4,14,20,1
Castle Rock Wind Farm (CRR1),77,57,2015,4,14,20,1
Cowley Ridge (CRW1),38,24,2015,4,14,20,1
Enmax Taber (TAB1),81,70,2015,4,14,20,1
Ghost Pine (NEP1),82,80,2015,4,14,20,1
Halkirk Wind Power Facility (HAL1),150,84,2015,4,14,20,1
Kettles Hill (KHW1),63,59,2015,4,14,20,1
McBride Lake Windfarm (AKE1),73,65,2015,4,14,20,1
Oldman 2 Wind Farm 1 (OWF1),46,36,2015,4,14,20,1
Soderglen Wind  (GWW1),71,55,2015,4,14,20,1
Summerview 1 (IEW1),66,58,2015,4,14,20,1
Summerview 2 (IEW2),66,26,2015,4,14,20,1
Suncor Chin Chute (SCR3),30,29,2015,4,14,20,1
Suncor Magrath (SCR2),30,22,2015,4,14,20,1
Suncor Wintering Hills (SCR4),88,87,2015,4,14,20,1
Ardenville Wind (ARD1),68,65,2015,4,14,20,2
Blackspring Ridge (BSR1),300,291,2015,4,14,20,2
Blue Trail Wind (BTR1),66,64,2015,4,14,20,2
Castle River #1 (CR1),39,36,2015,4,14,20,2
Castle Rock Wind Farm (CRR1),77,52,2015,4,14,20,2
Cowley Ridge (CRW1),38,22,2015,4,14,20,2
Enmax Taber (TAB1),81,70,2015,4,14,20,2
Ghost Pine (NEP1),82,80,2015,4,14,20,2
Halkirk Wind Power Facility (HAL1),150,82,2015,4,14,20,2
Kettles Hill (KHW1),63,59,2015,4,14,20,2
