Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,0,2015,4,20,17,0
Blackspring Ridge (BSR1),300,51,2015,4,20,17,0
Blue Trail Wind (BTR1),66,0,2015,4,20,17,0
Castle River #1 (CR1),39,0,2015,4,20,17,0
Castle Rock Wind Farm (CRR1),77,0,2015,4,20,17,0
Cowley Ridge (CRW1),38,0,2015,4,20,17,0
Enmax Taber (TAB1),81,9,2015,4,20,17,0
Ghost Pine (NEP1),82,27,2015,4,20,17,0
Halkirk Wind Power Facility (HAL1),150,51,2015,4,20,17,0
Kettles Hill (KHW1),63,0,2015,4,20,17,0
McBride Lake Windfarm (AKE1),73,0,2015,4,20,17,0
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,20,17,0
Soderglen Wind  (GWW1),71,0,2015,4,20,17,0
Summerview 1 (IEW1),66,5,2015,4,20,17,0
Summerview 2 (IEW2),66,3,2015,4,20,17,0
Suncor Chin Chute (SCR3),30,1,2015,4,20,17,0
Suncor Magrath (SCR2),30,0,2015,4,20,17,0
Suncor Wintering Hills (SCR4),88,30,2015,4,20,17,0
Ardenville Wind (ARD1),68,0,2015,4,20,17,1
Blackspring Ridge (BSR1),300,55,2015,4,20,17,1
Blue Trail Wind (BTR1),66,0,2015,4,20,17,1
Castle River #1 (CR1),39,0,2015,4,20,17,1
Castle Rock Wind Farm (CRR1),77,1,2015,4,20,17,1
Cowley Ridge (CRW1),38,0,2015,4,20,17,1
Enmax Taber (TAB1),81,8,2015,4,20,17,1
Ghost Pine (NEP1),82,31,2015,4,20,17,1
Halkirk Wind Power Facility (HAL1),150,51,2015,4,20,17,1
Kettles Hill (KHW1),63,0,2015,4,20,17,1
McBride Lake Windfarm (AKE1),73,0,2015,4,20,17,1
Oldman 2 Wind Farm 1 (OWF1),46,2,2015,4,20,17,1
Soderglen Wind  (GWW1),71,0,2015,4,20,17,1
Summerview 1 (IEW1),66,6,2015,4,20,17,1
Summerview 2 (IEW2),66,3,2015,4,20,17,1
Suncor Chin Chute (SCR3),30,1,2015,4,20,17,1
Suncor Magrath (SCR2),30,0,2015,4,20,17,1
Suncor Wintering Hills (SCR4),88,27,2015,4,20,17,1
Ardenville Wind (ARD1),68,0,2015,4,20,17,2
Blackspring Ridge (BSR1),300,50,2015,4,20,17,2
Blue Trail Wind (BTR1),66,0,2015,4,20,17,2
Castle River #1 (CR1),39,0,2015,4,20,17,2
Castle Rock Wind Farm (CRR1),77,1,2015,4,20,17,2
Cowley Ridge (CRW1),38,0,2015,4,20,17,2
Enmax Taber (TAB1),81,8,2015,4,20,17,2
Ghost Pine (NEP1),82,28,2015,4,20,17,2
Halkirk Wind Power Facility (HAL1),150,59,2015,4,20,17,2
Kettles Hill (KHW1),63,0,2015,4,20,17,2
McBride Lake Windfarm (AKE1),73,0,2015,4,20,17,2
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,20,17,2
Soderglen Wind  (GWW1),71,0,2015,4,20,17,2
Summerview 1 (IEW1),66,4,2015,4,20,17,2
Summerview 2 (IEW2),66,4,2015,4,20,17,2
Suncor Chin Chute (SCR3),30,1,2015,4,20,17,2
Suncor Magrath (SCR2),30,0,2015,4,20,17,2
Suncor Wintering Hills (SCR4),88,25,2015,4,20,17,2
Ardenville Wind (ARD1),68,0,2015,4,20,17,3
Blackspring Ridge (BSR1),300,53,2015,4,20,17,3
Blue Trail Wind (BTR1),66,0,2015,4,20,17,3
Castle River #1 (CR1),39,0,2015,4,20,17,3
Castle Rock Wind Farm (CRR1),77,1,2015,4,20,17,3
Cowley Ridge (CRW1),38,0,2015,4,20,17,3
Enmax Taber (TAB1),81,7,2015,4,20,17,3
Ghost Pine (NEP1),82,27,2015,4,20,17,3
Halkirk Wind Power Facility (HAL1),150,57,2015,4,20,17,3
Kettles Hill (KHW1),63,2,2015,4,20,17,3
McBride Lake Windfarm (AKE1),73,0,2015,4,20,17,3
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,20,17,3
Soderglen Wind  (GWW1),71,0,2015,4,20,17,3
Summerview 1 (IEW1),66,5,2015,4,20,17,3
Summerview 2 (IEW2),66,5,2015,4,20,17,3
Suncor Chin Chute (SCR3),30,1,2015,4,20,17,3
Suncor Magrath (SCR2),30,0,2015,4,20,17,3
Suncor Wintering Hills (SCR4),88,26,2015,4,20,17,3
Ardenville Wind (ARD1),68,0,2015,4,20,17,4
Blackspring Ridge (BSR1),300,50,2015,4,20,17,4
Blue Trail Wind (BTR1),66,0,2015,4,20,17,4
Castle River #1 (CR1),39,0,2015,4,20,17,4
Castle Rock Wind Farm (CRR1),77,2,2015,4,20,17,4
Cowley Ridge (CRW1),38,0,2015,4,20,17,4
Enmax Taber (TAB1),81,7,2015,4,20,17,4
Ghost Pine (NEP1),82,25,2015,4,20,17,4
Halkirk Wind Power Facility (HAL1),150,56,2015,4,20,17,4
Kettles Hill (KHW1),63,0,2015,4,20,17,4
McBride Lake Windfarm (AKE1),73,0,2015,4,20,17,4
Oldman 2 Wind Farm 1 (OWF1),46,4,2015,4,20,17,4
Soderglen Wind  (GWW1),71,0,2015,4,20,17,4
Summerview 1 (IEW1),66,6,2015,4,20,17,4
Summerview 2 (IEW2),66,6,2015,4,20,17,4
Suncor Chin Chute (SCR3),30,1,2015,4,20,17,4
Suncor Magrath (SCR2),30,0,2015,4,20,17,4
Suncor Wintering Hills (SCR4),88,29,2015,4,20,17,4
Ardenville Wind (ARD1),68,0,2015,4,20,17,5
Blackspring Ridge (BSR1),300,48,2015,4,20,17,5
Blue Trail Wind (BTR1),66,0,2015,4,20,17,5
Castle River #1 (CR1),39,0,2015,4,20,17,5
Castle Rock Wind Farm (CRR1),77,2,2015,4,20,17,5
Cowley Ridge (CRW1),38,0,2015,4,20,17,5
Enmax Taber (TAB1),81,7,2015,4,20,17,5
Ghost Pine (NEP1),82,24,2015,4,20,17,5
Halkirk Wind Power Facility (HAL1),150,59,2015,4,20,17,5
Kettles Hill (KHW1),63,0,2015,4,20,17,5
