Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,3,2015,4,21,12,0
Blackspring Ridge (BSR1),300,14,2015,4,21,12,0
Blue Trail Wind (BTR1),66,1,2015,4,21,12,0
Castle River #1 (CR1),39,0,2015,4,21,12,0
Castle Rock Wind Farm (CRR1),77,0,2015,4,21,12,0
Cowley Ridge (CRW1),38,0,2015,4,21,12,0
Enmax Taber (TAB1),81,0,2015,4,21,12,0
Ghost Pine (NEP1),82,11,2015,4,21,12,0
Halkirk Wind Power Facility (HAL1),150,97,2015,4,21,12,0
Kettles Hill (KHW1),63,2,2015,4,21,12,0
McBride Lake Windfarm (AKE1),73,0,2015,4,21,12,0
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,21,12,0
Soderglen Wind  (GWW1),71,8,2015,4,21,12,0
Summerview 1 (IEW1),66,0,2015,4,21,12,0
Summerview 2 (IEW2),66,2,2015,4,21,12,0
Suncor Chin Chute (SCR3),30,0,2015,4,21,12,0
Suncor Magrath (SCR2),30,1,2015,4,21,12,0
Suncor Wintering Hills (SCR4),88,36,2015,4,21,12,0
Ardenville Wind (ARD1),68,3,2015,4,21,12,1
Blackspring Ridge (BSR1),300,16,2015,4,21,12,1
Blue Trail Wind (BTR1),66,1,2015,4,21,12,1
Castle River #1 (CR1),39,0,2015,4,21,12,1
Castle Rock Wind Farm (CRR1),77,0,2015,4,21,12,1
Cowley Ridge (CRW1),38,0,2015,4,21,12,1
Enmax Taber (TAB1),81,0,2015,4,21,12,1
Ghost Pine (NEP1),82,11,2015,4,21,12,1
Halkirk Wind Power Facility (HAL1),150,99,2015,4,21,12,1
Kettles Hill (KHW1),63,0,2015,4,21,12,1
McBride Lake Windfarm (AKE1),73,0,2015,4,21,12,1
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,21,12,1
Soderglen Wind  (GWW1),71,9,2015,4,21,12,1
Summerview 1 (IEW1),66,0,2015,4,21,12,1
Summerview 2 (IEW2),66,1,2015,4,21,12,1
Suncor Chin Chute (SCR3),30,0,2015,4,21,12,1
Suncor Magrath (SCR2),30,1,2015,4,21,12,1
Suncor Wintering Hills (SCR4),88,35,2015,4,21,12,1
Ardenville Wind (ARD1),68,5,2015,4,21,12,2
Blackspring Ridge (BSR1),300,17,2015,4,21,12,2
Blue Trail Wind (BTR1),66,1,2015,4,21,12,2
Castle River #1 (CR1),39,0,2015,4,21,12,2
Castle Rock Wind Farm (CRR1),77,1,2015,4,21,12,2
Cowley Ridge (CRW1),38,0,2015,4,21,12,2
Enmax Taber (TAB1),81,0,2015,4,21,12,2
Ghost Pine (NEP1),82,11,2015,4,21,12,2
Halkirk Wind Power Facility (HAL1),150,98,2015,4,21,12,2
Kettles Hill (KHW1),63,0,2015,4,21,12,2
McBride Lake Windfarm (AKE1),73,0,2015,4,21,12,2
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,21,12,2
