Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,43,2015,4,11,9,0
Blackspring Ridge (BSR1),300,132,2015,4,11,9,0
Blue Trail Wind (BTR1),66,54,2015,4,11,9,0
Castle River #1 (CR1),39,15,2015,4,11,9,0
Castle Rock Wind Farm (CRR1),77,63,2015,4,11,9,0
Cowley Ridge (CRW1),38,24,2015,4,11,9,0
Enmax Taber (TAB1),81,63,2015,4,11,9,0
Ghost Pine (NEP1),82,34,2015,4,11,9,0
Halkirk Wind Power Facility (HAL1),150,57,2015,4,11,9,0
Kettles Hill (KHW1),63,57,2015,4,11,9,0
McBride Lake Windfarm (AKE1),73,55,2015,4,11,9,0
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,11,9,0
Soderglen Wind  (GWW1),71,53,2015,4,11,9,0
Summerview 1 (IEW1),66,58,2015,4,11,9,0
Summerview 2 (IEW2),66,40,2015,4,11,9,0
Suncor Chin Chute (SCR3),30,26,2015,4,11,9,0
Suncor Magrath (SCR2),30,30,2015,4,11,9,0
Suncor Wintering Hills (SCR4),88,76,2015,4,11,9,0
Ardenville Wind (ARD1),68,42,2015,4,11,9,1
Blackspring Ridge (BSR1),300,118,2015,4,11,9,1
Blue Trail Wind (BTR1),66,53,2015,4,11,9,1
Castle River #1 (CR1),39,13,2015,4,11,9,1
Castle Rock Wind Farm (CRR1),77,63,2015,4,11,9,1
Cowley Ridge (CRW1),38,23,2015,4,11,9,1
Enmax Taber (TAB1),81,64,2015,4,11,9,1
Ghost Pine (NEP1),82,35,2015,4,11,9,1
Halkirk Wind Power Facility (HAL1),150,59,2015,4,11,9,1
Kettles Hill (KHW1),63,56,2015,4,11,9,1
McBride Lake Windfarm (AKE1),73,56,2015,4,11,9,1
Oldman 2 Wind Farm 1 (OWF1),46,45,2015,4,11,9,1
Soderglen Wind  (GWW1),71,56,2015,4,11,9,1
Summerview 1 (IEW1),66,58,2015,4,11,9,1
Summerview 2 (IEW2),66,43,2015,4,11,9,1
Suncor Chin Chute (SCR3),30,26,2015,4,11,9,1
Suncor Magrath (SCR2),30,30,2015,4,11,9,1
Suncor Wintering Hills (SCR4),88,77,2015,4,11,9,1
Ardenville Wind (ARD1),68,42,2015,4,11,9,2
Blackspring Ridge (BSR1),300,106,2015,4,11,9,2
Blue Trail Wind (BTR1),66,53,2015,4,11,9,2
Castle River #1 (CR1),39,15,2015,4,11,9,2
Castle Rock Wind Farm (CRR1),77,65,2015,4,11,9,2
Cowley Ridge (CRW1),38,23,2015,4,11,9,2
Enmax Taber (TAB1),81,64,2015,4,11,9,2
Ghost Pine (NEP1),82,34,2015,4,11,9,2
Halkirk Wind Power Facility (HAL1),150,57,2015,4,11,9,2
Kettles Hill (KHW1),63,57,2015,4,11,9,2
McBride Lake Windfarm (AKE1),73,56,2015,4,11,9,2
Oldman 2 Wind Farm 1 (OWF1),46,46,2015,4,11,9,2
Soderglen Wind  (GWW1),71,56,2015,4,11,9,2
Summerview 1 (IEW1),66,57,2015,4,11,9,2
Summerview 2 (IEW2),66,38,2015,4,11,9,2
Suncor Chin Chute (SCR3),30,25,2015,4,11,9,2
Suncor Magrath (SCR2),30,30,2015,4,11,9,2
Suncor Wintering Hills (SCR4),88,75,2015,4,11,9,2
Ardenville Wind (ARD1),68,42,2015,4,11,9,3
Blackspring Ridge (BSR1),300,104,2015,4,11,9,3
Blue Trail Wind (BTR1),66,53,2015,4,11,9,3
Castle River #1 (CR1),39,15,2015,4,11,9,3
Castle Rock Wind Farm (CRR1),77,63,2015,4,11,9,3
Cowley Ridge (CRW1),38,23,2015,4,11,9,3
Enmax Taber (TAB1),81,63,2015,4,11,9,3
Ghost Pine (NEP1),82,36,2015,4,11,9,3
Halkirk Wind Power Facility (HAL1),150,59,2015,4,11,9,3
Kettles Hill (KHW1),63,57,2015,4,11,9,3
McBride Lake Windfarm (AKE1),73,58,2015,4,11,9,3
