Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,2,2015,4,4,15,0
Blackspring Ridge (BSR1),300,83,2015,4,4,15,0
Blue Trail Wind (BTR1),66,3,2015,4,4,15,0
Castle River #1 (CR1),39,0,2015,4,4,15,0
Castle Rock Wind Farm (CRR1),77,1,2015,4,4,15,0
Cowley Ridge (CRW1),38,0,2015,4,4,15,0
Enmax Taber (TAB1),81,0,2015,4,4,15,0
Ghost Pine (NEP1),82,20,2015,4,4,15,0
Halkirk Wind Power Facility (HAL1),150,22,2015,4,4,15,0
Kettles Hill (KHW1),63,37,2015,4,4,15,0
McBride Lake Windfarm (AKE1),73,0,2015,4,4,15,0
Oldman 2 Wind Farm 1 (OWF1),46,17,2015,4,4,15,0
Soderglen Wind  (GWW1),71,2,2015,4,4,15,0
Summerview 1 (IEW1),66,25,2015,4,4,15,0
Summerview 2 (IEW2),66,23,2015,4,4,15,0
Suncor Chin Chute (SCR3),30,0,2015,4,4,15,0
Suncor Magrath (SCR2),30,1,2015,4,4,15,0
Suncor Wintering Hills (SCR4),88,65,2015,4,4,15,0
Ardenville Wind (ARD1),68,1,2015,4,4,15,1
Blackspring Ridge (BSR1),300,89,2015,4,4,15,1
Blue Trail Wind (BTR1),66,3,2015,4,4,15,1
Castle River #1 (CR1),39,0,2015,4,4,15,1
Castle Rock Wind Farm (CRR1),77,1,2015,4,4,15,1
Cowley Ridge (CRW1),38,0,2015,4,4,15,1
Enmax Taber (TAB1),81,0,2015,4,4,15,1
Ghost Pine (NEP1),82,20,2015,4,4,15,1
Halkirk Wind Power Facility (HAL1),150,20,2015,4,4,15,1
Kettles Hill (KHW1),63,36,2015,4,4,15,1
McBride Lake Windfarm (AKE1),73,2,2015,4,4,15,1
Oldman 2 Wind Farm 1 (OWF1),46,17,2015,4,4,15,1
Soderglen Wind  (GWW1),71,2,2015,4,4,15,1
Summerview 1 (IEW1),66,29,2015,4,4,15,1
Summerview 2 (IEW2),66,22,2015,4,4,15,1
Suncor Chin Chute (SCR3),30,0,2015,4,4,15,1
Suncor Magrath (SCR2),30,1,2015,4,4,15,1
Suncor Wintering Hills (SCR4),88,66,2015,4,4,15,1
Ardenville Wind (ARD1),68,1,2015,4,4,15,2
Blackspring Ridge (BSR1),300,91,2015,4,4,15,2
Blue Trail Wind (BTR1),66,2,2015,4,4,15,2
Castle River #1 (CR1),39,0,2015,4,4,15,2
Castle Rock Wind Farm (CRR1),77,0,2015,4,4,15,2
Cowley Ridge (CRW1),38,0,2015,4,4,15,2
Enmax Taber (TAB1),81,0,2015,4,4,15,2
Ghost Pine (NEP1),82,20,2015,4,4,15,2
Halkirk Wind Power Facility (HAL1),150,20,2015,4,4,15,2
Kettles Hill (KHW1),63,33,2015,4,4,15,2
McBride Lake Windfarm (AKE1),73,0,2015,4,4,15,2
Oldman 2 Wind Farm 1 (OWF1),46,14,2015,4,4,15,2
Soderglen Wind  (GWW1),71,2,2015,4,4,15,2
Summerview 1 (IEW1),66,28,2015,4,4,15,2
Summerview 2 (IEW2),66,22,2015,4,4,15,2
Suncor Chin Chute (SCR3),30,1,2015,4,4,15,2
Suncor Magrath (SCR2),30,1,2015,4,4,15,2
Suncor Wintering Hills (SCR4),88,64,2015,4,4,15,2
Ardenville Wind (ARD1),68,1,2015,4,4,15,3
Blackspring Ridge (BSR1),300,91,2015,4,4,15,3
Blue Trail Wind (BTR1),66,2,2015,4,4,15,3
Castle River #1 (CR1),39,0,2015,4,4,15,3
Castle Rock Wind Farm (CRR1),77,0,2015,4,4,15,3
Cowley Ridge (CRW1),38,0,2015,4,4,15,3
Enmax Taber (TAB1),81,0,2015,4,4,15,3
Ghost Pine (NEP1),82,20,2015,4,4,15,3
Halkirk Wind Power Facility (HAL1),150,20,2015,4,4,15,3
Kettles Hill (KHW1),63,32,2015,4,4,15,3
McBride Lake Windfarm (AKE1),73,0,2015,4,4,15,3
Oldman 2 Wind Farm 1 (OWF1),46,15,2015,4,4,15,3
Soderglen Wind  (GWW1),71,2,2015,4,4,15,3
Summerview 1 (IEW1),66,29,2015,4,4,15,3
Summerview 2 (IEW2),66,24,2015,4,4,15,3
