Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,4,2015,4,9,16,0
Blackspring Ridge (BSR1),300,1,2015,4,9,16,0
Blue Trail Wind (BTR1),66,4,2015,4,9,16,0
Castle River #1 (CR1),39,13,2015,4,9,16,0
Castle Rock Wind Farm (CRR1),77,24,2015,4,9,16,0
Cowley Ridge (CRW1),38,11,2015,4,9,16,0
Enmax Taber (TAB1),81,2,2015,4,9,16,0
Ghost Pine (NEP1),82,0,2015,4,9,16,0
Halkirk Wind Power Facility (HAL1),150,4,2015,4,9,16,0
Kettles Hill (KHW1),63,12,2015,4,9,16,0
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,0
Oldman 2 Wind Farm 1 (OWF1),46,14,2015,4,9,16,0
Soderglen Wind  (GWW1),71,10,2015,4,9,16,0
Summerview 1 (IEW1),66,15,2015,4,9,16,0
Summerview 2 (IEW2),66,11,2015,4,9,16,0
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,0
Suncor Magrath (SCR2),30,1,2015,4,9,16,0
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,0
Ardenville Wind (ARD1),68,4,2015,4,9,16,1
Blackspring Ridge (BSR1),300,1,2015,4,9,16,1
Blue Trail Wind (BTR1),66,3,2015,4,9,16,1
Castle River #1 (CR1),39,13,2015,4,9,16,1
Castle Rock Wind Farm (CRR1),77,23,2015,4,9,16,1
Cowley Ridge (CRW1),38,9,2015,4,9,16,1
Enmax Taber (TAB1),81,2,2015,4,9,16,1
Ghost Pine (NEP1),82,0,2015,4,9,16,1
Halkirk Wind Power Facility (HAL1),150,5,2015,4,9,16,1
Kettles Hill (KHW1),63,12,2015,4,9,16,1
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,1
Oldman 2 Wind Farm 1 (OWF1),46,14,2015,4,9,16,1
Soderglen Wind  (GWW1),71,8,2015,4,9,16,1
Summerview 1 (IEW1),66,13,2015,4,9,16,1
Summerview 2 (IEW2),66,10,2015,4,9,16,1
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,1
Suncor Magrath (SCR2),30,1,2015,4,9,16,1
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,1
Ardenville Wind (ARD1),68,3,2015,4,9,16,2
Blackspring Ridge (BSR1),300,3,2015,4,9,16,2
Blue Trail Wind (BTR1),66,2,2015,4,9,16,2
Castle River #1 (CR1),39,13,2015,4,9,16,2
Castle Rock Wind Farm (CRR1),77,21,2015,4,9,16,2
Cowley Ridge (CRW1),38,10,2015,4,9,16,2
Enmax Taber (TAB1),81,3,2015,4,9,16,2
Ghost Pine (NEP1),82,0,2015,4,9,16,2
Halkirk Wind Power Facility (HAL1),150,4,2015,4,9,16,2
Kettles Hill (KHW1),63,11,2015,4,9,16,2
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,2
Oldman 2 Wind Farm 1 (OWF1),46,12,2015,4,9,16,2
Soderglen Wind  (GWW1),71,8,2015,4,9,16,2
Summerview 1 (IEW1),66,15,2015,4,9,16,2
Summerview 2 (IEW2),66,10,2015,4,9,16,2
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,2
Suncor Magrath (SCR2),30,2,2015,4,9,16,2
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,2
Ardenville Wind (ARD1),68,5,2015,4,9,16,3
Blackspring Ridge (BSR1),300,2,2015,4,9,16,3
Blue Trail Wind (BTR1),66,2,2015,4,9,16,3
Castle River #1 (CR1),39,13,2015,4,9,16,3
Castle Rock Wind Farm (CRR1),77,17,2015,4,9,16,3
Cowley Ridge (CRW1),38,10,2015,4,9,16,3
Enmax Taber (TAB1),81,2,2015,4,9,16,3
Ghost Pine (NEP1),82,0,2015,4,9,16,3
Halkirk Wind Power Facility (HAL1),150,5,2015,4,9,16,3
Kettles Hill (KHW1),63,8,2015,4,9,16,3
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,3
Oldman 2 Wind Farm 1 (OWF1),46,13,2015,4,9,16,3
Soderglen Wind  (GWW1),71,9,2015,4,9,16,3
Summerview 1 (IEW1),66,10,2015,4,9,16,3
Summerview 2 (IEW2),66,11,2015,4,9,16,3
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,3
Suncor Magrath (SCR2),30,2,2015,4,9,16,3
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,3
Ardenville Wind (ARD1),68,6,2015,4,9,16,4
Blackspring Ridge (BSR1),300,2,2015,4,9,16,4
Blue Trail Wind (BTR1),66,1,2015,4,9,16,4
Castle River #1 (CR1),39,15,2015,4,9,16,4
Castle Rock Wind Farm (CRR1),77,21,2015,4,9,16,4
Cowley Ridge (CRW1),38,11,2015,4,9,16,4
Enmax Taber (TAB1),81,2,2015,4,9,16,4
Ghost Pine (NEP1),82,0,2015,4,9,16,4
Halkirk Wind Power Facility (HAL1),150,4,2015,4,9,16,4
Kettles Hill (KHW1),63,8,2015,4,9,16,4
McBride Lake Windfarm (AKE1),73,2,2015,4,9,16,4
Oldman 2 Wind Farm 1 (OWF1),46,13,2015,4,9,16,4
Soderglen Wind  (GWW1),71,8,2015,4,9,16,4
Summerview 1 (IEW1),66,14,2015,4,9,16,4
Summerview 2 (IEW2),66,12,2015,4,9,16,4
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,4
Suncor Magrath (SCR2),30,2,2015,4,9,16,4
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,4
Ardenville Wind (ARD1),68,5,2015,4,9,16,5
Blackspring Ridge (BSR1),300,1,2015,4,9,16,5
Blue Trail Wind (BTR1),66,1,2015,4,9,16,5
Castle River #1 (CR1),39,13,2015,4,9,16,5
Castle Rock Wind Farm (CRR1),77,22,2015,4,9,16,5
Cowley Ridge (CRW1),38,12,2015,4,9,16,5
Enmax Taber (TAB1),81,2,2015,4,9,16,5
Ghost Pine (NEP1),82,0,2015,4,9,16,5
Halkirk Wind Power Facility (HAL1),150,4,2015,4,9,16,5
Kettles Hill (KHW1),63,9,2015,4,9,16,5
McBride Lake Windfarm (AKE1),73,2,2015,4,9,16,5
Oldman 2 Wind Farm 1 (OWF1),46,11,2015,4,9,16,5
Soderglen Wind  (GWW1),71,9,2015,4,9,16,5
Summerview 1 (IEW1),66,15,2015,4,9,16,5
Summerview 2 (IEW2),66,9,2015,4,9,16,5
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,5
Suncor Magrath (SCR2),30,1,2015,4,9,16,5
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,5
Ardenville Wind (ARD1),68,5,2015,4,9,16,6
Blackspring Ridge (BSR1),300,0,2015,4,9,16,6
Blue Trail Wind (BTR1),66,2,2015,4,9,16,6
Castle River #1 (CR1),39,11,2015,4,9,16,6
Castle Rock Wind Farm (CRR1),77,18,2015,4,9,16,6
Cowley Ridge (CRW1),38,11,2015,4,9,16,6
Enmax Taber (TAB1),81,1,2015,4,9,16,6
Ghost Pine (NEP1),82,0,2015,4,9,16,6
Halkirk Wind Power Facility (HAL1),150,3,2015,4,9,16,6
Kettles Hill (KHW1),63,9,2015,4,9,16,6
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,6
Oldman 2 Wind Farm 1 (OWF1),46,14,2015,4,9,16,6
Soderglen Wind  (GWW1),71,9,2015,4,9,16,6
Summerview 1 (IEW1),66,14,2015,4,9,16,6
Summerview 2 (IEW2),66,10,2015,4,9,16,6
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,6
Suncor Magrath (SCR2),30,1,2015,4,9,16,6
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,6
Ardenville Wind (ARD1),68,6,2015,4,9,16,7
Blackspring Ridge (BSR1),300,0,2015,4,9,16,7
Blue Trail Wind (BTR1),66,2,2015,4,9,16,7
Castle River #1 (CR1),39,11,2015,4,9,16,7
Castle Rock Wind Farm (CRR1),77,19,2015,4,9,16,7
Cowley Ridge (CRW1),38,13,2015,4,9,16,7
Enmax Taber (TAB1),81,1,2015,4,9,16,7
Ghost Pine (NEP1),82,0,2015,4,9,16,7
Halkirk Wind Power Facility (HAL1),150,3,2015,4,9,16,7
Kettles Hill (KHW1),63,7,2015,4,9,16,7
McBride Lake Windfarm (AKE1),73,0,2015,4,9,16,7
Oldman 2 Wind Farm 1 (OWF1),46,15,2015,4,9,16,7
Soderglen Wind  (GWW1),71,7,2015,4,9,16,7
Summerview 1 (IEW1),66,12,2015,4,9,16,7
Summerview 2 (IEW2),66,8,2015,4,9,16,7
Suncor Chin Chute (SCR3),30,0,2015,4,9,16,7
Suncor Magrath (SCR2),30,0,2015,4,9,16,7
Suncor Wintering Hills (SCR4),88,0,2015,4,9,16,7
Ardenville Wind (ARD1),68,7,2015,4,9,16,8
Blackspring Ridge (BSR1),300,0,2015,4,9,16,8
