Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,17,2015,4,9,23,0
Blackspring Ridge (BSR1),300,138,2015,4,9,23,0
Blue Trail Wind (BTR1),66,17,2015,4,9,23,0
Castle River #1 (CR1),39,3,2015,4,9,23,0
Castle Rock Wind Farm (CRR1),77,14,2015,4,9,23,0
Cowley Ridge (CRW1),38,10,2015,4,9,23,0
Enmax Taber (TAB1),81,9,2015,4,9,23,0
Ghost Pine (NEP1),82,35,2015,4,9,23,0
Halkirk Wind Power Facility (HAL1),150,66,2015,4,9,23,0
Kettles Hill (KHW1),63,15,2015,4,9,23,0
McBride Lake Windfarm (AKE1),73,17,2015,4,9,23,0
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,9,23,0
Soderglen Wind  (GWW1),71,18,2015,4,9,23,0
Summerview 1 (IEW1),66,12,2015,4,9,23,0
Summerview 2 (IEW2),66,7,2015,4,9,23,0
Suncor Chin Chute (SCR3),30,4,2015,4,9,23,0
Suncor Magrath (SCR2),30,6,2015,4,9,23,0
Suncor Wintering Hills (SCR4),88,73,2015,4,9,23,0
Ardenville Wind (ARD1),68,17,2015,4,9,23,1
Blackspring Ridge (BSR1),300,139,2015,4,9,23,1
Blue Trail Wind (BTR1),66,17,2015,4,9,23,1
Castle River #1 (CR1),39,3,2015,4,9,23,1
Castle Rock Wind Farm (CRR1),77,14,2015,4,9,23,1
Cowley Ridge (CRW1),38,10,2015,4,9,23,1
Enmax Taber (TAB1),81,8,2015,4,9,23,1
Ghost Pine (NEP1),82,35,2015,4,9,23,1
Halkirk Wind Power Facility (HAL1),150,69,2015,4,9,23,1
Kettles Hill (KHW1),63,14,2015,4,9,23,1
McBride Lake Windfarm (AKE1),73,16,2015,4,9,23,1
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,9,23,1
Soderglen Wind  (GWW1),71,18,2015,4,9,23,1
Summerview 1 (IEW1),66,13,2015,4,9,23,1
Summerview 2 (IEW2),66,7,2015,4,9,23,1
Suncor Chin Chute (SCR3),30,4,2015,4,9,23,1
Suncor Magrath (SCR2),30,6,2015,4,9,23,1
Suncor Wintering Hills (SCR4),88,74,2015,4,9,23,1
Ardenville Wind (ARD1),68,16,2015,4,9,23,2
Blackspring Ridge (BSR1),300,140,2015,4,9,23,2
Blue Trail Wind (BTR1),66,18,2015,4,9,23,2
Castle River #1 (CR1),39,3,2015,4,9,23,2
Castle Rock Wind Farm (CRR1),77,14,2015,4,9,23,2
Cowley Ridge (CRW1),38,10,2015,4,9,23,2
Enmax Taber (TAB1),81,8,2015,4,9,23,2
Ghost Pine (NEP1),82,35,2015,4,9,23,2
Halkirk Wind Power Facility (HAL1),150,73,2015,4,9,23,2
Kettles Hill (KHW1),63,15,2015,4,9,23,2
McBride Lake Windfarm (AKE1),73,16,2015,4,9,23,2
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,9,23,2
Soderglen Wind  (GWW1),71,18,2015,4,9,23,2
Summerview 1 (IEW1),66,13,2015,4,9,23,2
Summerview 2 (IEW2),66,7,2015,4,9,23,2
Suncor Chin Chute (SCR3),30,4,2015,4,9,23,2
Suncor Magrath (SCR2),30,6,2015,4,9,23,2
Suncor Wintering Hills (SCR4),88,73,2015,4,9,23,2
Ardenville Wind (ARD1),68,16,2015,4,9,23,3
Blackspring Ridge (BSR1),300,141,2015,4,9,23,3
Blue Trail Wind (BTR1),66,19,2015,4,9,23,3
Castle River #1 (CR1),39,3,2015,4,9,23,3
Castle Rock Wind Farm (CRR1),77,13,2015,4,9,23,3
Cowley Ridge (CRW1),38,10,2015,4,9,23,3
Enmax Taber (TAB1),81,7,2015,4,9,23,3
Ghost Pine (NEP1),82,36,2015,4,9,23,3
Halkirk Wind Power Facility (HAL1),150,74,2015,4,9,23,3
Kettles Hill (KHW1),63,14,2015,4,9,23,3
McBride Lake Windfarm (AKE1),73,16,2015,4,9,23,3
Oldman 2 Wind Farm 1 (OWF1),46,3,2015,4,9,23,3
Soderglen Wind  (GWW1),71,18,2015,4,9,23,3
Summerview 1 (IEW1),66,13,2015,4,9,23,3
Summerview 2 (IEW2),66,7,2015,4,9,23,3
Suncor Chin Chute (SCR3),30,4,2015,4,9,23,3
Suncor Magrath (SCR2),30,6,2015,4,9,23,3
Suncor Wintering Hills (SCR4),88,73,2015,4,9,23,3
Ardenville Wind (ARD1),68,16,2015,4,9,23,4
Blackspring Ridge (BSR1),300,142,2015,4,9,23,4
