Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,3,2015,4,5,3,0
Blackspring Ridge (BSR1),300,153,2015,4,5,3,0
Blue Trail Wind (BTR1),66,2,2015,4,5,3,0
Castle River #1 (CR1),39,0,2015,4,5,3,0
Castle Rock Wind Farm (CRR1),77,5,2015,4,5,3,0
Cowley Ridge (CRW1),38,0,2015,4,5,3,0
Enmax Taber (TAB1),81,22,2015,4,5,3,0
Ghost Pine (NEP1),82,9,2015,4,5,3,0
Halkirk Wind Power Facility (HAL1),150,44,2015,4,5,3,0
Kettles Hill (KHW1),63,3,2015,4,5,3,0
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,0
Oldman 2 Wind Farm 1 (OWF1),46,15,2015,4,5,3,0
Soderglen Wind  (GWW1),71,0,2015,4,5,3,0
Summerview 1 (IEW1),66,7,2015,4,5,3,0
Summerview 2 (IEW2),66,10,2015,4,5,3,0
Suncor Chin Chute (SCR3),30,5,2015,4,5,3,0
Suncor Magrath (SCR2),30,0,2015,4,5,3,0
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,0
Ardenville Wind (ARD1),68,3,2015,4,5,3,1
Blackspring Ridge (BSR1),300,154,2015,4,5,3,1
Blue Trail Wind (BTR1),66,2,2015,4,5,3,1
Castle River #1 (CR1),39,0,2015,4,5,3,1
Castle Rock Wind Farm (CRR1),77,6,2015,4,5,3,1
Cowley Ridge (CRW1),38,0,2015,4,5,3,1
Enmax Taber (TAB1),81,22,2015,4,5,3,1
Ghost Pine (NEP1),82,9,2015,4,5,3,1
Halkirk Wind Power Facility (HAL1),150,44,2015,4,5,3,1
Kettles Hill (KHW1),63,3,2015,4,5,3,1
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,1
Oldman 2 Wind Farm 1 (OWF1),46,16,2015,4,5,3,1
Soderglen Wind  (GWW1),71,0,2015,4,5,3,1
Summerview 1 (IEW1),66,7,2015,4,5,3,1
Summerview 2 (IEW2),66,9,2015,4,5,3,1
Suncor Chin Chute (SCR3),30,5,2015,4,5,3,1
Suncor Magrath (SCR2),30,0,2015,4,5,3,1
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,1
Ardenville Wind (ARD1),68,3,2015,4,5,3,2
Blackspring Ridge (BSR1),300,151,2015,4,5,3,2
Blue Trail Wind (BTR1),66,2,2015,4,5,3,2
Castle River #1 (CR1),39,0,2015,4,5,3,2
Castle Rock Wind Farm (CRR1),77,6,2015,4,5,3,2
Cowley Ridge (CRW1),38,0,2015,4,5,3,2
Enmax Taber (TAB1),81,23,2015,4,5,3,2
Ghost Pine (NEP1),82,9,2015,4,5,3,2
Halkirk Wind Power Facility (HAL1),150,46,2015,4,5,3,2
Kettles Hill (KHW1),63,5,2015,4,5,3,2
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,2
Oldman 2 Wind Farm 1 (OWF1),46,16,2015,4,5,3,2
Soderglen Wind  (GWW1),71,0,2015,4,5,3,2
Summerview 1 (IEW1),66,7,2015,4,5,3,2
Summerview 2 (IEW2),66,10,2015,4,5,3,2
Suncor Chin Chute (SCR3),30,5,2015,4,5,3,2
Suncor Magrath (SCR2),30,0,2015,4,5,3,2
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,2
Ardenville Wind (ARD1),68,3,2015,4,5,3,3
Blackspring Ridge (BSR1),300,154,2015,4,5,3,3
Blue Trail Wind (BTR1),66,3,2015,4,5,3,3
Castle River #1 (CR1),39,0,2015,4,5,3,3
Castle Rock Wind Farm (CRR1),77,6,2015,4,5,3,3
Cowley Ridge (CRW1),38,0,2015,4,5,3,3
Enmax Taber (TAB1),81,22,2015,4,5,3,3
Ghost Pine (NEP1),82,8,2015,4,5,3,3
Halkirk Wind Power Facility (HAL1),150,46,2015,4,5,3,3
Kettles Hill (KHW1),63,5,2015,4,5,3,3
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,3
Oldman 2 Wind Farm 1 (OWF1),46,15,2015,4,5,3,3
Soderglen Wind  (GWW1),71,0,2015,4,5,3,3
Summerview 1 (IEW1),66,8,2015,4,5,3,3
Summerview 2 (IEW2),66,9,2015,4,5,3,3
Suncor Chin Chute (SCR3),30,4,2015,4,5,3,3
Suncor Magrath (SCR2),30,0,2015,4,5,3,3
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,3
Ardenville Wind (ARD1),68,3,2015,4,5,3,4
Blackspring Ridge (BSR1),300,151,2015,4,5,3,4
Blue Trail Wind (BTR1),66,3,2015,4,5,3,4
Castle River #1 (CR1),39,0,2015,4,5,3,4
Castle Rock Wind Farm (CRR1),77,6,2015,4,5,3,4
Cowley Ridge (CRW1),38,0,2015,4,5,3,4
Enmax Taber (TAB1),81,22,2015,4,5,3,4
Ghost Pine (NEP1),82,8,2015,4,5,3,4
Halkirk Wind Power Facility (HAL1),150,46,2015,4,5,3,4
Kettles Hill (KHW1),63,5,2015,4,5,3,4
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,4
Oldman 2 Wind Farm 1 (OWF1),46,16,2015,4,5,3,4
Soderglen Wind  (GWW1),71,0,2015,4,5,3,4
Summerview 1 (IEW1),66,8,2015,4,5,3,4
Summerview 2 (IEW2),66,9,2015,4,5,3,4
Suncor Chin Chute (SCR3),30,4,2015,4,5,3,4
Suncor Magrath (SCR2),30,0,2015,4,5,3,4
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,4
Ardenville Wind (ARD1),68,3,2015,4,5,3,5
Blackspring Ridge (BSR1),300,153,2015,4,5,3,5
Blue Trail Wind (BTR1),66,3,2015,4,5,3,5
Castle River #1 (CR1),39,0,2015,4,5,3,5
Castle Rock Wind Farm (CRR1),77,7,2015,4,5,3,5
Cowley Ridge (CRW1),38,0,2015,4,5,3,5
Enmax Taber (TAB1),81,21,2015,4,5,3,5
Ghost Pine (NEP1),82,8,2015,4,5,3,5
Halkirk Wind Power Facility (HAL1),150,46,2015,4,5,3,5
Kettles Hill (KHW1),63,5,2015,4,5,3,5
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,5
Oldman 2 Wind Farm 1 (OWF1),46,16,2015,4,5,3,5
Soderglen Wind  (GWW1),71,0,2015,4,5,3,5
Summerview 1 (IEW1),66,9,2015,4,5,3,5
Summerview 2 (IEW2),66,9,2015,4,5,3,5
Suncor Chin Chute (SCR3),30,4,2015,4,5,3,5
Suncor Magrath (SCR2),30,0,2015,4,5,3,5
Suncor Wintering Hills (SCR4),88,44,2015,4,5,3,5
Ardenville Wind (ARD1),68,3,2015,4,5,3,6
Blackspring Ridge (BSR1),300,152,2015,4,5,3,6
Blue Trail Wind (BTR1),66,3,2015,4,5,3,6
Castle River #1 (CR1),39,0,2015,4,5,3,6
Castle Rock Wind Farm (CRR1),77,7,2015,4,5,3,6
Cowley Ridge (CRW1),38,0,2015,4,5,3,6
Enmax Taber (TAB1),81,21,2015,4,5,3,6
Ghost Pine (NEP1),82,8,2015,4,5,3,6
Halkirk Wind Power Facility (HAL1),150,46,2015,4,5,3,6
Kettles Hill (KHW1),63,6,2015,4,5,3,6
McBride Lake Windfarm (AKE1),73,0,2015,4,5,3,6
Oldman 2 Wind Farm 1 (OWF1),46,16,2015,4,5,3,6
Soderglen Wind  (GWW1),71,0,2015,4,5,3,6
Summerview 1 (IEW1),66,8,2015,4,5,3,6
Summerview 2 (IEW2),66,8,2015,4,5,3,6
Suncor Chin Chute (SCR3),30,4,2015,4,5,3,6
Suncor Magrath (SCR2),30,0,2015,4,5,3,6
Suncor Wintering Hills (SCR4),88,45,2015,4,5,3,6
Ardenville Wind (ARD1),68,3,2015,4,5,3,7
Blackspring Ridge (BSR1),300,154,2015,4,5,3,7
Blue Trail Wind (BTR1),66,3,2015,4,5,3,7
Castle River #1 (CR1),39,0,2015,4,5,3,7
