Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,17,2015,4,29,22,0
Blackspring Ridge (BSR1),300,101,2015,4,29,22,0
Blue Trail Wind (BTR1),66,12,2015,4,29,22,0
Castle River #1 (CR1),39,1,2015,4,29,22,0
Castle Rock Wind Farm (CRR1),77,12,2015,4,29,22,0
Cowley Ridge (CRW1),38,2,2015,4,29,22,0
Enmax Taber (TAB1),81,52,2015,4,29,22,0
Ghost Pine (NEP1),82,10,2015,4,29,22,0
Halkirk Wind Power Facility (HAL1),150,45,2015,4,29,22,0
Kettles Hill (KHW1),63,20,2015,4,29,22,0
McBride Lake Windfarm (AKE1),73,18,2015,4,29,22,0
Oldman 2 Wind Farm 1 (OWF1),46,12,2015,4,29,22,0
Soderglen Wind  (GWW1),71,11,2015,4,29,22,0
Summerview 1 (IEW1),66,0,2015,4,29,22,0
Summerview 2 (IEW2),66,7,2015,4,29,22,0
Suncor Chin Chute (SCR3),30,19,2015,4,29,22,0
Suncor Magrath (SCR2),30,4,2015,4,29,22,0
Suncor Wintering Hills (SCR4),88,65,2015,4,29,22,0
Ardenville Wind (ARD1),68,16,2015,4,29,22,1
Blackspring Ridge (BSR1),300,98,2015,4,29,22,1
Blue Trail Wind (BTR1),66,11,2015,4,29,22,1
Castle River #1 (CR1),39,1,2015,4,29,22,1
Castle Rock Wind Farm (CRR1),77,12,2015,4,29,22,1
Cowley Ridge (CRW1),38,2,2015,4,29,22,1
Enmax Taber (TAB1),81,51,2015,4,29,22,1
Ghost Pine (NEP1),82,10,2015,4,29,22,1
Halkirk Wind Power Facility (HAL1),150,43,2015,4,29,22,1
Kettles Hill (KHW1),63,19,2015,4,29,22,1
McBride Lake Windfarm (AKE1),73,19,2015,4,29,22,1
Oldman 2 Wind Farm 1 (OWF1),46,11,2015,4,29,22,1
Soderglen Wind  (GWW1),71,12,2015,4,29,22,1
Summerview 1 (IEW1),66,0,2015,4,29,22,1
Summerview 2 (IEW2),66,11,2015,4,29,22,1
Suncor Chin Chute (SCR3),30,18,2015,4,29,22,1
Suncor Magrath (SCR2),30,5,2015,4,29,22,1
Suncor Wintering Hills (SCR4),88,65,2015,4,29,22,1
Ardenville Wind (ARD1),68,16,2015,4,29,22,2
Blackspring Ridge (BSR1),300,90,2015,4,29,22,2
Blue Trail Wind (BTR1),66,11,2015,4,29,22,2
