Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,0,2015,4,6,8,0
Blackspring Ridge (BSR1),300,163,2015,4,6,8,0
Blue Trail Wind (BTR1),66,0,2015,4,6,8,0
Castle River #1 (CR1),39,0,2015,4,6,8,0
Castle Rock Wind Farm (CRR1),77,8,2015,4,6,8,0
Cowley Ridge (CRW1),38,1,2015,4,6,8,0
Enmax Taber (TAB1),81,21,2015,4,6,8,0
Ghost Pine (NEP1),82,23,2015,4,6,8,0
Halkirk Wind Power Facility (HAL1),150,83,2015,4,6,8,0
Kettles Hill (KHW1),63,0,2015,4,6,8,0
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,0
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,6,8,0
Soderglen Wind  (GWW1),71,1,2015,4,6,8,0
Summerview 1 (IEW1),66,7,2015,4,6,8,0
Summerview 2 (IEW2),66,5,2015,4,6,8,0
Suncor Chin Chute (SCR3),30,8,2015,4,6,8,0
Suncor Magrath (SCR2),30,1,2015,4,6,8,0
Suncor Wintering Hills (SCR4),88,33,2015,4,6,8,0
Ardenville Wind (ARD1),68,0,2015,4,6,8,1
Blackspring Ridge (BSR1),300,165,2015,4,6,8,1
Blue Trail Wind (BTR1),66,0,2015,4,6,8,1
Castle River #1 (CR1),39,0,2015,4,6,8,1
Castle Rock Wind Farm (CRR1),77,8,2015,4,6,8,1
Cowley Ridge (CRW1),38,1,2015,4,6,8,1
Enmax Taber (TAB1),81,21,2015,4,6,8,1
Ghost Pine (NEP1),82,23,2015,4,6,8,1
Halkirk Wind Power Facility (HAL1),150,82,2015,4,6,8,1
Kettles Hill (KHW1),63,0,2015,4,6,8,1
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,1
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,1
Soderglen Wind  (GWW1),71,1,2015,4,6,8,1
Summerview 1 (IEW1),66,7,2015,4,6,8,1
Summerview 2 (IEW2),66,5,2015,4,6,8,1
Suncor Chin Chute (SCR3),30,8,2015,4,6,8,1
Suncor Magrath (SCR2),30,1,2015,4,6,8,1
Suncor Wintering Hills (SCR4),88,33,2015,4,6,8,1
Ardenville Wind (ARD1),68,0,2015,4,6,8,2
Blackspring Ridge (BSR1),300,166,2015,4,6,8,2
Blue Trail Wind (BTR1),66,0,2015,4,6,8,2
Castle River #1 (CR1),39,0,2015,4,6,8,2
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,2
Cowley Ridge (CRW1),38,1,2015,4,6,8,2
Enmax Taber (TAB1),81,19,2015,4,6,8,2
Ghost Pine (NEP1),82,23,2015,4,6,8,2
Halkirk Wind Power Facility (HAL1),150,82,2015,4,6,8,2
Kettles Hill (KHW1),63,0,2015,4,6,8,2
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,2
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,6,8,2
Soderglen Wind  (GWW1),71,1,2015,4,6,8,2
Summerview 1 (IEW1),66,7,2015,4,6,8,2
Summerview 2 (IEW2),66,5,2015,4,6,8,2
Suncor Chin Chute (SCR3),30,7,2015,4,6,8,2
Suncor Magrath (SCR2),30,1,2015,4,6,8,2
Suncor Wintering Hills (SCR4),88,33,2015,4,6,8,2
Ardenville Wind (ARD1),68,0,2015,4,6,8,3
Blackspring Ridge (BSR1),300,164,2015,4,6,8,3
Blue Trail Wind (BTR1),66,0,2015,4,6,8,3
Castle River #1 (CR1),39,0,2015,4,6,8,3
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,3
Cowley Ridge (CRW1),38,1,2015,4,6,8,3
Enmax Taber (TAB1),81,18,2015,4,6,8,3
Ghost Pine (NEP1),82,22,2015,4,6,8,3
Halkirk Wind Power Facility (HAL1),150,81,2015,4,6,8,3
Kettles Hill (KHW1),63,0,2015,4,6,8,3
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,3
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,6,8,3
Soderglen Wind  (GWW1),71,1,2015,4,6,8,3
Summerview 1 (IEW1),66,8,2015,4,6,8,3
Summerview 2 (IEW2),66,5,2015,4,6,8,3
Suncor Chin Chute (SCR3),30,7,2015,4,6,8,3
Suncor Magrath (SCR2),30,1,2015,4,6,8,3
Suncor Wintering Hills (SCR4),88,34,2015,4,6,8,3
Ardenville Wind (ARD1),68,0,2015,4,6,8,4
Blackspring Ridge (BSR1),300,169,2015,4,6,8,4
Blue Trail Wind (BTR1),66,0,2015,4,6,8,4
Castle River #1 (CR1),39,0,2015,4,6,8,4
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,4
Cowley Ridge (CRW1),38,1,2015,4,6,8,4
Enmax Taber (TAB1),81,17,2015,4,6,8,4
Ghost Pine (NEP1),82,21,2015,4,6,8,4
Halkirk Wind Power Facility (HAL1),150,81,2015,4,6,8,4
Kettles Hill (KHW1),63,0,2015,4,6,8,4
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,4
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,6,8,4
Soderglen Wind  (GWW1),71,1,2015,4,6,8,4
Summerview 1 (IEW1),66,7,2015,4,6,8,4
Summerview 2 (IEW2),66,5,2015,4,6,8,4
Suncor Chin Chute (SCR3),30,6,2015,4,6,8,4
Suncor Magrath (SCR2),30,1,2015,4,6,8,4
Suncor Wintering Hills (SCR4),88,34,2015,4,6,8,4
Ardenville Wind (ARD1),68,0,2015,4,6,8,5
Blackspring Ridge (BSR1),300,171,2015,4,6,8,5
Blue Trail Wind (BTR1),66,0,2015,4,6,8,5
Castle River #1 (CR1),39,0,2015,4,6,8,5
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,5
Cowley Ridge (CRW1),38,1,2015,4,6,8,5
Enmax Taber (TAB1),81,16,2015,4,6,8,5
Ghost Pine (NEP1),82,22,2015,4,6,8,5
Halkirk Wind Power Facility (HAL1),150,82,2015,4,6,8,5
Kettles Hill (KHW1),63,0,2015,4,6,8,5
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,5
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,5
Soderglen Wind  (GWW1),71,1,2015,4,6,8,5
Summerview 1 (IEW1),66,8,2015,4,6,8,5
Summerview 2 (IEW2),66,5,2015,4,6,8,5
Suncor Chin Chute (SCR3),30,5,2015,4,6,8,5
Suncor Magrath (SCR2),30,1,2015,4,6,8,5
Suncor Wintering Hills (SCR4),88,34,2015,4,6,8,5
Ardenville Wind (ARD1),68,1,2015,4,6,8,6
Blackspring Ridge (BSR1),300,171,2015,4,6,8,6
Blue Trail Wind (BTR1),66,0,2015,4,6,8,6
Castle River #1 (CR1),39,0,2015,4,6,8,6
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,6
Cowley Ridge (CRW1),38,1,2015,4,6,8,6
Enmax Taber (TAB1),81,15,2015,4,6,8,6
Ghost Pine (NEP1),82,22,2015,4,6,8,6
Halkirk Wind Power Facility (HAL1),150,78,2015,4,6,8,6
Kettles Hill (KHW1),63,0,2015,4,6,8,6
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,6
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,6
Soderglen Wind  (GWW1),71,1,2015,4,6,8,6
Summerview 1 (IEW1),66,7,2015,4,6,8,6
Summerview 2 (IEW2),66,5,2015,4,6,8,6
Suncor Chin Chute (SCR3),30,5,2015,4,6,8,6
Suncor Magrath (SCR2),30,1,2015,4,6,8,6
Suncor Wintering Hills (SCR4),88,34,2015,4,6,8,6
Ardenville Wind (ARD1),68,0,2015,4,6,8,7
Blackspring Ridge (BSR1),300,174,2015,4,6,8,7
Blue Trail Wind (BTR1),66,1,2015,4,6,8,7
Castle River #1 (CR1),39,0,2015,4,6,8,7
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,7
Cowley Ridge (CRW1),38,0,2015,4,6,8,7
Enmax Taber (TAB1),81,15,2015,4,6,8,7
Ghost Pine (NEP1),82,21,2015,4,6,8,7
Halkirk Wind Power Facility (HAL1),150,78,2015,4,6,8,7
Kettles Hill (KHW1),63,0,2015,4,6,8,7
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,7
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,7
Soderglen Wind  (GWW1),71,1,2015,4,6,8,7
Summerview 1 (IEW1),66,8,2015,4,6,8,7
Summerview 2 (IEW2),66,5,2015,4,6,8,7
Suncor Chin Chute (SCR3),30,6,2015,4,6,8,7
Suncor Magrath (SCR2),30,1,2015,4,6,8,7
Suncor Wintering Hills (SCR4),88,35,2015,4,6,8,7
Ardenville Wind (ARD1),68,0,2015,4,6,8,8
Blackspring Ridge (BSR1),300,175,2015,4,6,8,8
Blue Trail Wind (BTR1),66,1,2015,4,6,8,8
Castle River #1 (CR1),39,0,2015,4,6,8,8
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,8
Cowley Ridge (CRW1),38,0,2015,4,6,8,8
Enmax Taber (TAB1),81,13,2015,4,6,8,8
Ghost Pine (NEP1),82,20,2015,4,6,8,8
Halkirk Wind Power Facility (HAL1),150,78,2015,4,6,8,8
Kettles Hill (KHW1),63,0,2015,4,6,8,8
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,8
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,8
Soderglen Wind  (GWW1),71,1,2015,4,6,8,8
Summerview 1 (IEW1),66,8,2015,4,6,8,8
Summerview 2 (IEW2),66,5,2015,4,6,8,8
Suncor Chin Chute (SCR3),30,6,2015,4,6,8,8
Suncor Magrath (SCR2),30,1,2015,4,6,8,8
Suncor Wintering Hills (SCR4),88,35,2015,4,6,8,8
Ardenville Wind (ARD1),68,0,2015,4,6,8,9
Blackspring Ridge (BSR1),300,176,2015,4,6,8,9
Blue Trail Wind (BTR1),66,1,2015,4,6,8,9
Castle River #1 (CR1),39,0,2015,4,6,8,9
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,9
Cowley Ridge (CRW1),38,0,2015,4,6,8,9
Enmax Taber (TAB1),81,13,2015,4,6,8,9
Ghost Pine (NEP1),82,20,2015,4,6,8,9
Halkirk Wind Power Facility (HAL1),150,76,2015,4,6,8,9
Kettles Hill (KHW1),63,0,2015,4,6,8,9
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,9
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,9
Soderglen Wind  (GWW1),71,1,2015,4,6,8,9
Summerview 1 (IEW1),66,7,2015,4,6,8,9
Summerview 2 (IEW2),66,6,2015,4,6,8,9
Suncor Chin Chute (SCR3),30,6,2015,4,6,8,9
Suncor Magrath (SCR2),30,1,2015,4,6,8,9
Suncor Wintering Hills (SCR4),88,35,2015,4,6,8,9
Ardenville Wind (ARD1),68,0,2015,4,6,8,10
Blackspring Ridge (BSR1),300,178,2015,4,6,8,10
Blue Trail Wind (BTR1),66,1,2015,4,6,8,10
Castle River #1 (CR1),39,0,2015,4,6,8,10
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,10
Cowley Ridge (CRW1),38,1,2015,4,6,8,10
Enmax Taber (TAB1),81,13,2015,4,6,8,10
Ghost Pine (NEP1),82,20,2015,4,6,8,10
Halkirk Wind Power Facility (HAL1),150,73,2015,4,6,8,10
Kettles Hill (KHW1),63,0,2015,4,6,8,10
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,10
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,10
Soderglen Wind  (GWW1),71,1,2015,4,6,8,10
Summerview 1 (IEW1),66,7,2015,4,6,8,10
Summerview 2 (IEW2),66,6,2015,4,6,8,10
Suncor Chin Chute (SCR3),30,7,2015,4,6,8,10
Suncor Magrath (SCR2),30,1,2015,4,6,8,10
Suncor Wintering Hills (SCR4),88,35,2015,4,6,8,10
Ardenville Wind (ARD1),68,0,2015,4,6,8,11
Blackspring Ridge (BSR1),300,179,2015,4,6,8,11
Blue Trail Wind (BTR1),66,1,2015,4,6,8,11
Castle River #1 (CR1),39,0,2015,4,6,8,11
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,11
Cowley Ridge (CRW1),38,1,2015,4,6,8,11
Enmax Taber (TAB1),81,14,2015,4,6,8,11
Ghost Pine (NEP1),82,19,2015,4,6,8,11
Halkirk Wind Power Facility (HAL1),150,74,2015,4,6,8,11
Kettles Hill (KHW1),63,0,2015,4,6,8,11
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,11
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,11
Soderglen Wind  (GWW1),71,1,2015,4,6,8,11
Summerview 1 (IEW1),66,7,2015,4,6,8,11
Summerview 2 (IEW2),66,6,2015,4,6,8,11
Suncor Chin Chute (SCR3),30,7,2015,4,6,8,11
Suncor Magrath (SCR2),30,1,2015,4,6,8,11
Suncor Wintering Hills (SCR4),88,35,2015,4,6,8,11
Ardenville Wind (ARD1),68,0,2015,4,6,8,12
Blackspring Ridge (BSR1),300,178,2015,4,6,8,12
Blue Trail Wind (BTR1),66,1,2015,4,6,8,12
Castle River #1 (CR1),39,0,2015,4,6,8,12
Castle Rock Wind Farm (CRR1),77,7,2015,4,6,8,12
Cowley Ridge (CRW1),38,1,2015,4,6,8,12
Enmax Taber (TAB1),81,13,2015,4,6,8,12
Ghost Pine (NEP1),82,19,2015,4,6,8,12
Halkirk Wind Power Facility (HAL1),150,73,2015,4,6,8,12
Kettles Hill (KHW1),63,0,2015,4,6,8,12
McBride Lake Windfarm (AKE1),73,0,2015,4,6,8,12
Oldman 2 Wind Farm 1 (OWF1),46,10,2015,4,6,8,12
Soderglen Wind  (GWW1),71,1,2015,4,6,8,12
Summerview 1 (IEW1),66,8,2015,4,6,8,12
Summerview 2 (IEW2),66,6,2015,4,6,8,12
Suncor Chin Chute (SCR3),30,6,2015,4,6,8,12
Suncor Magrath (SCR2),30,1,2015,4,6,8,12
Suncor Wintering Hills (SCR4),88,34,2015,4,6,8,12
