Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,19,2015,4,22,6,0
Blackspring Ridge (BSR1),300,1,2015,4,22,6,0
Blue Trail Wind (BTR1),66,34,2015,4,22,6,0
Castle River #1 (CR1),39,1,2015,4,22,6,0
Castle Rock Wind Farm (CRR1),77,12,2015,4,22,6,0
Cowley Ridge (CRW1),38,1,2015,4,22,6,0
Enmax Taber (TAB1),81,64,2015,4,22,6,0
Ghost Pine (NEP1),82,39,2015,4,22,6,0
Halkirk Wind Power Facility (HAL1),150,132,2015,4,22,6,0
Kettles Hill (KHW1),63,2,2015,4,22,6,0
McBride Lake Windfarm (AKE1),73,25,2015,4,22,6,0
Oldman 2 Wind Farm 1 (OWF1),46,9,2015,4,22,6,0
Soderglen Wind  (GWW1),71,14,2015,4,22,6,0
Summerview 1 (IEW1),66,27,2015,4,22,6,0
Summerview 2 (IEW2),66,13,2015,4,22,6,0
Suncor Chin Chute (SCR3),30,4,2015,4,22,6,0
Suncor Magrath (SCR2),30,10,2015,4,22,6,0
Suncor Wintering Hills (SCR4),88,85,2015,4,22,6,0
Ardenville Wind (ARD1),68,19,2015,4,22,6,1
Blackspring Ridge (BSR1),300,1,2015,4,22,6,1
Blue Trail Wind (BTR1),66,34,2015,4,22,6,1
Castle River #1 (CR1),39,1,2015,4,22,6,1
Castle Rock Wind Farm (CRR1),77,12,2015,4,22,6,1
Cowley Ridge (CRW1),38,1,2015,4,22,6,1
Enmax Taber (TAB1),81,65,2015,4,22,6,1
Ghost Pine (NEP1),82,39,2015,4,22,6,1
Halkirk Wind Power Facility (HAL1),150,133,2015,4,22,6,1
Kettles Hill (KHW1),63,2,2015,4,22,6,1
McBride Lake Windfarm (AKE1),73,25,2015,4,22,6,1
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,22,6,1
Soderglen Wind  (GWW1),71,14,2015,4,22,6,1
Summerview 1 (IEW1),66,27,2015,4,22,6,1
Summerview 2 (IEW2),66,13,2015,4,22,6,1
Suncor Chin Chute (SCR3),30,4,2015,4,22,6,1
Suncor Magrath (SCR2),30,10,2015,4,22,6,1
Suncor Wintering Hills (SCR4),88,84,2015,4,22,6,1
Ardenville Wind (ARD1),68,20,2015,4,22,6,2
Blackspring Ridge (BSR1),300,1,2015,4,22,6,2
Blue Trail Wind (BTR1),66,34,2015,4,22,6,2
Castle River #1 (CR1),39,0,2015,4,22,6,2
Castle Rock Wind Farm (CRR1),77,12,2015,4,22,6,2
Cowley Ridge (CRW1),38,1,2015,4,22,6,2
Enmax Taber (TAB1),81,64,2015,4,22,6,2
Ghost Pine (NEP1),82,41,2015,4,22,6,2
Halkirk Wind Power Facility (HAL1),150,132,2015,4,22,6,2
Kettles Hill (KHW1),63,3,2015,4,22,6,2
McBride Lake Windfarm (AKE1),73,26,2015,4,22,6,2
Oldman 2 Wind Farm 1 (OWF1),46,8,2015,4,22,6,2
Soderglen Wind  (GWW1),71,14,2015,4,22,6,2
Summerview 1 (IEW1),66,26,2015,4,22,6,2
Summerview 2 (IEW2),66,14,2015,4,22,6,2
Suncor Chin Chute (SCR3),30,4,2015,4,22,6,2
Suncor Magrath (SCR2),30,10,2015,4,22,6,2
Suncor Wintering Hills (SCR4),88,85,2015,4,22,6,2
Ardenville Wind (ARD1),68,20,2015,4,22,6,3
Blackspring Ridge (BSR1),300,0,2015,4,22,6,3
Blue Trail Wind (BTR1),66,34,2015,4,22,6,3
Castle River #1 (CR1),39,0,2015,4,22,6,3
Castle Rock Wind Farm (CRR1),77,13,2015,4,22,6,3
Cowley Ridge (CRW1),38,1,2015,4,22,6,3
Enmax Taber (TAB1),81,64,2015,4,22,6,3
Ghost Pine (NEP1),82,41,2015,4,22,6,3
Halkirk Wind Power Facility (HAL1),150,132,2015,4,22,6,3
Kettles Hill (KHW1),63,3,2015,4,22,6,3
McBride Lake Windfarm (AKE1),73,26,2015,4,22,6,3
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,22,6,3
Soderglen Wind  (GWW1),71,14,2015,4,22,6,3
Summerview 1 (IEW1),66,26,2015,4,22,6,3
Summerview 2 (IEW2),66,14,2015,4,22,6,3
Suncor Chin Chute (SCR3),30,4,2015,4,22,6,3
Suncor Magrath (SCR2),30,10,2015,4,22,6,3
Suncor Wintering Hills (SCR4),88,84,2015,4,22,6,3
Ardenville Wind (ARD1),68,23,2015,4,22,6,4
Blackspring Ridge (BSR1),300,1,2015,4,22,6,4
Blue Trail Wind (BTR1),66,35,2015,4,22,6,4
Castle River #1 (CR1),39,0,2015,4,22,6,4
Castle Rock Wind Farm (CRR1),77,12,2015,4,22,6,4
Cowley Ridge (CRW1),38,2,2015,4,22,6,4
Enmax Taber (TAB1),81,65,2015,4,22,6,4
Ghost Pine (NEP1),82,41,2015,4,22,6,4
Halkirk Wind Power Facility (HAL1),150,132,2015,4,22,6,4
Kettles Hill (KHW1),63,3,2015,4,22,6,4
McBride Lake Windfarm (AKE1),73,26,2015,4,22,6,4
Oldman 2 Wind Farm 1 (OWF1),46,7,2015,4,22,6,4
Soderglen Wind  (GWW1),71,15,2015,4,22,6,4
Summerview 1 (IEW1),66,27,2015,4,22,6,4
Summerview 2 (IEW2),66,15,2015,4,22,6,4
Suncor Chin Chute (SCR3),30,4,2015,4,22,6,4
Suncor Magrath (SCR2),30,10,2015,4,22,6,4
Suncor Wintering Hills (SCR4),88,84,2015,4,22,6,4
Ardenville Wind (ARD1),68,23,2015,4,22,6,5
Blackspring Ridge (BSR1),300,0,2015,4,22,6,5
Blue Trail Wind (BTR1),66,35,2015,4,22,6,5
Castle River #1 (CR1),39,0,2015,4,22,6,5
