Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,12,2015,4,22,12,9
Blackspring Ridge (BSR1),300,259,2015,4,22,12,9
Blue Trail Wind (BTR1),66,31,2015,4,22,12,9
Castle River #1 (CR1),39,20,2015,4,22,12,9
Castle Rock Wind Farm (CRR1),77,39,2015,4,22,12,9
Cowley Ridge (CRW1),38,26,2015,4,22,12,9
Enmax Taber (TAB1),81,3,2015,4,22,12,9
Ghost Pine (NEP1),82,55,2015,4,22,12,9
Halkirk Wind Power Facility (HAL1),150,141,2015,4,22,12,9
Kettles Hill (KHW1),63,47,2015,4,22,12,9
McBride Lake Windfarm (AKE1),73,22,2015,4,22,12,9
Oldman 2 Wind Farm 1 (OWF1),46,24,2015,4,22,12,9
Soderglen Wind  (GWW1),71,37,2015,4,22,12,9
Summerview 1 (IEW1),66,40,2015,4,22,12,9
Summerview 2 (IEW2),66,31,2015,4,22,12,9
Suncor Chin Chute (SCR3),30,8,2015,4,22,12,9
Suncor Magrath (SCR2),30,15,2015,4,22,12,9
Suncor Wintering Hills (SCR4),88,63,2015,4,22,12,9
Ardenville Wind (ARD1),68,12,2015,4,22,12,10
Blackspring Ridge (BSR1),300,259,2015,4,22,12,10
Blue Trail Wind (BTR1),66,31,2015,4,22,12,10
Castle River #1 (CR1),39,20,2015,4,22,12,10
Castle Rock Wind Farm (CRR1),77,39,2015,4,22,12,10
Cowley Ridge (CRW1),38,26,2015,4,22,12,10
Enmax Taber (TAB1),81,3,2015,4,22,12,10
Ghost Pine (NEP1),82,55,2015,4,22,12,10
Halkirk Wind Power Facility (HAL1),150,141,2015,4,22,12,10
Kettles Hill (KHW1),63,47,2015,4,22,12,10
McBride Lake Windfarm (AKE1),73,22,2015,4,22,12,10
Oldman 2 Wind Farm 1 (OWF1),46,24,2015,4,22,12,10
Soderglen Wind  (GWW1),71,37,2015,4,22,12,10
Summerview 1 (IEW1),66,40,2015,4,22,12,10
Summerview 2 (IEW2),66,31,2015,4,22,12,10
Suncor Chin Chute (SCR3),30,8,2015,4,22,12,10
Suncor Magrath (SCR2),30,15,2015,4,22,12,10
Suncor Wintering Hills (SCR4),88,63,2015,4,22,12,10
Ardenville Wind (ARD1),68,14,2015,4,22,12,11
Blackspring Ridge (BSR1),300,264,2015,4,22,12,11
Blue Trail Wind (BTR1),66,30,2015,4,22,12,11
Castle River #1 (CR1),39,20,2015,4,22,12,11
Castle Rock Wind Farm (CRR1),77,43,2015,4,22,12,11
Cowley Ridge (CRW1),38,25,2015,4,22,12,11
Enmax Taber (TAB1),81,3,2015,4,22,12,11
Ghost Pine (NEP1),82,56,2015,4,22,12,11
Halkirk Wind Power Facility (HAL1),150,140,2015,4,22,12,11
Kettles Hill (KHW1),63,47,2015,4,22,12,11
McBride Lake Windfarm (AKE1),73,22,2015,4,22,12,11
Oldman 2 Wind Farm 1 (OWF1),46,23,2015,4,22,12,11
Soderglen Wind  (GWW1),71,36,2015,4,22,12,11
Summerview 1 (IEW1),66,39,2015,4,22,12,11
Summerview 2 (IEW2),66,33,2015,4,22,12,11
Suncor Chin Chute (SCR3),30,7,2015,4,22,12,11
Suncor Magrath (SCR2),30,16,2015,4,22,12,11
Suncor Wintering Hills (SCR4),88,65,2015,4,22,12,11
Ardenville Wind (ARD1),68,15,2015,4,22,12,12
Blackspring Ridge (BSR1),300,265,2015,4,22,12,12
Blue Trail Wind (BTR1),66,30,2015,4,22,12,12
