Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,60,2015,4,1,4,0
Blackspring Ridge (BSR1),300,15,2015,4,1,4,0
Blue Trail Wind (BTR1),66,1,2015,4,1,4,0
Castle River #1 (CR1),39,11,2015,4,1,4,0
Castle Rock Wind Farm (CRR1),77,17,2015,4,1,4,0
Cowley Ridge (CRWD),38,4,2015,4,1,4,0
Enmax Taber (TAB1),81,3,2015,4,1,4,0
Ghost Pine (NEP1),82,51,2015,4,1,4,0
Halkirk Wind Power Facility (HAL1),150,140,2015,4,1,4,0
Kettles Hill (KHW1),63,58,2015,4,1,4,0
McBride Lake Windfarm (AKE1),73,31,2015,4,1,4,0
Oldman 2 Wind Farm 1 (OWF1),46,40,2015,4,1,4,0
Soderglen Wind  (GWW1),71,68,2015,4,1,4,0
Summerview 1 (IEW1),66,27,2015,4,1,4,0
Summerview 2 (IEW2),66,39,2015,4,1,4,0
Suncor Chin Chute (SCR3),30,1,2015,4,1,4,0
Suncor Magrath (SCR2),30,7,2015,4,1,4,0
Suncor Wintering Hills (SCR4),88,57,2015,4,1,4,0
Ardenville Wind (ARD1),68,60,2015,4,1,4,1
Blackspring Ridge (BSR1),300,16,2015,4,1,4,1
Blue Trail Wind (BTR1),66,1,2015,4,1,4,1
Castle River #1 (CR1),39,11,2015,4,1,4,1
Castle Rock Wind Farm (CRR1),77,16,2015,4,1,4,1
Cowley Ridge (CRWD),38,3,2015,4,1,4,1
Enmax Taber (TAB1),81,3,2015,4,1,4,1
Ghost Pine (NEP1),82,52,2015,4,1,4,1
Halkirk Wind Power Facility (HAL1),150,140,2015,4,1,4,1
Kettles Hill (KHW1),63,58,2015,4,1,4,1
McBride Lake Windfarm (AKE1),73,32,2015,4,1,4,1
Oldman 2 Wind Farm 1 (OWF1),46,41,2015,4,1,4,1
Soderglen Wind  (GWW1),71,68,2015,4,1,4,1
Summerview 1 (IEW1),66,28,2015,4,1,4,1
Summerview 2 (IEW2),66,41,2015,4,1,4,1
Suncor Chin Chute (SCR3),30,1,2015,4,1,4,1
Suncor Magrath (SCR2),30,6,2015,4,1,4,1
Suncor Wintering Hills (SCR4),88,57,2015,4,1,4,1
Ardenville Wind (ARD1),68,60,2015,4,1,4,2
Blackspring Ridge (BSR1),300,16,2015,4,1,4,2
Blue Trail Wind (BTR1),66,1,2015,4,1,4,2
Castle River #1 (CR1),39,11,2015,4,1,4,2
Castle Rock Wind Farm (CRR1),77,16,2015,4,1,4,2
Cowley Ridge (CRWD),38,3,2015,4,1,4,2
Enmax Taber (TAB1),81,3,2015,4,1,4,2
Ghost Pine (NEP1),82,52,2015,4,1,4,2
Halkirk Wind Power Facility (HAL1),150,139,2015,4,1,4,2
Kettles Hill (KHW1),63,59,2015,4,1,4,2
McBride Lake Windfarm (AKE1),73,32,2015,4,1,4,2
Oldman 2 Wind Farm 1 (OWF1),46,41,2015,4,1,4,2
Soderglen Wind  (GWW1),71,68,2015,4,1,4,2
Summerview 1 (IEW1),66,26,2015,4,1,4,2
Summerview 2 (IEW2),66,41,2015,4,1,4,2
Suncor Chin Chute (SCR3),30,1,2015,4,1,4,2
Suncor Magrath (SCR2),30,6,2015,4,1,4,2
Suncor Wintering Hills (SCR4),88,58,2015,4,1,4,2
Ardenville Wind (ARD1),68,60,2015,4,1,4,3
Blackspring Ridge (BSR1),300,17,2015,4,1,4,3
Blue Trail Wind (BTR1),66,1,2015,4,1,4,3
Castle River #1 (CR1),39,11,2015,4,1,4,3
Castle Rock Wind Farm (CRR1),77,16,2015,4,1,4,3
Cowley Ridge (CRWD),38,3,2015,4,1,4,3
Enmax Taber (TAB1),81,3,2015,4,1,4,3
Ghost Pine (NEP1),82,54,2015,4,1,4,3
Halkirk Wind Power Facility (HAL1),150,138,2015,4,1,4,3
Kettles Hill (KHW1),63,58,2015,4,1,4,3
McBride Lake Windfarm (AKE1),73,33,2015,4,1,4,3
Oldman 2 Wind Farm 1 (OWF1),46,41,2015,4,1,4,3
Soderglen Wind  (GWW1),71,68,2015,4,1,4,3
Summerview 1 (IEW1),66,27,2015,4,1,4,3
Summerview 2 (IEW2),66,40,2015,4,1,4,3
Suncor Chin Chute (SCR3),30,1,2015,4,1,4,3
Suncor Magrath (SCR2),30,6,2015,4,1,4,3
Suncor Wintering Hills (SCR4),88,59,2015,4,1,4,3
Ardenville Wind (ARD1),68,60,2015,4,1,4,4
Blackspring Ridge (BSR1),300,17,2015,4,1,4,4
Blue Trail Wind (BTR1),66,1,2015,4,1,4,4
Castle River #1 (CR1),39,11,2015,4,1,4,4
Castle Rock Wind Farm (CRR1),77,17,2015,4,1,4,4
Cowley Ridge (CRWD),38,3,2015,4,1,4,4
Enmax Taber (TAB1),81,3,2015,4,1,4,4
Ghost Pine (NEP1),82,55,2015,4,1,4,4
Halkirk Wind Power Facility (HAL1),150,137,2015,4,1,4,4
Kettles Hill (KHW1),63,58,2015,4,1,4,4
McBride Lake Windfarm (AKE1),73,34,2015,4,1,4,4
Oldman 2 Wind Farm 1 (OWF1),46,42,2015,4,1,4,4
Soderglen Wind  (GWW1),71,68,2015,4,1,4,4
Summerview 1 (IEW1),66,27,2015,4,1,4,4
Summerview 2 (IEW2),66,40,2015,4,1,4,4
Suncor Chin Chute (SCR3),30,1,2015,4,1,4,4
Suncor Magrath (SCR2),30,6,2015,4,1,4,4
