Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,29,2015,4,10,4,0
Blackspring Ridge (BSR1),300,179,2015,4,10,4,0
Blue Trail Wind (BTR1),66,23,2015,4,10,4,0
Castle River #1 (CR1),39,2,2015,4,10,4,0
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,0
Cowley Ridge (CRW1),38,3,2015,4,10,4,0
Enmax Taber (TAB1),81,27,2015,4,10,4,0
Ghost Pine (NEP1),82,5,2015,4,10,4,0
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,0
Kettles Hill (KHW1),63,3,2015,4,10,4,0
McBride Lake Windfarm (AKE1),73,19,2015,4,10,4,0
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,0
Soderglen Wind  (GWW1),71,34,2015,4,10,4,0
Summerview 1 (IEW1),66,26,2015,4,10,4,0
Summerview 2 (IEW2),66,12,2015,4,10,4,0
Suncor Chin Chute (SCR3),30,22,2015,4,10,4,0
Suncor Magrath (SCR2),30,17,2015,4,10,4,0
Suncor Wintering Hills (SCR4),88,34,2015,4,10,4,0
Ardenville Wind (ARD1),68,30,2015,4,10,4,1
Blackspring Ridge (BSR1),300,180,2015,4,10,4,1
Blue Trail Wind (BTR1),66,23,2015,4,10,4,1
Castle River #1 (CR1),39,2,2015,4,10,4,1
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,1
Cowley Ridge (CRW1),38,3,2015,4,10,4,1
Enmax Taber (TAB1),81,27,2015,4,10,4,1
Ghost Pine (NEP1),82,5,2015,4,10,4,1
Halkirk Wind Power Facility (HAL1),150,145,2015,4,10,4,1
Kettles Hill (KHW1),63,3,2015,4,10,4,1
McBride Lake Windfarm (AKE1),73,20,2015,4,10,4,1
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,1
Soderglen Wind  (GWW1),71,34,2015,4,10,4,1
Summerview 1 (IEW1),66,26,2015,4,10,4,1
Summerview 2 (IEW2),66,12,2015,4,10,4,1
Suncor Chin Chute (SCR3),30,21,2015,4,10,4,1
Suncor Magrath (SCR2),30,17,2015,4,10,4,1
Suncor Wintering Hills (SCR4),88,34,2015,4,10,4,1
Ardenville Wind (ARD1),68,30,2015,4,10,4,2
Blackspring Ridge (BSR1),300,181,2015,4,10,4,2
Blue Trail Wind (BTR1),66,22,2015,4,10,4,2
Castle River #1 (CR1),39,2,2015,4,10,4,2
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,2
Cowley Ridge (CRW1),38,4,2015,4,10,4,2
Enmax Taber (TAB1),81,27,2015,4,10,4,2
Ghost Pine (NEP1),82,5,2015,4,10,4,2
Halkirk Wind Power Facility (HAL1),150,145,2015,4,10,4,2
Kettles Hill (KHW1),63,3,2015,4,10,4,2
McBride Lake Windfarm (AKE1),73,20,2015,4,10,4,2
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,2
Soderglen Wind  (GWW1),71,34,2015,4,10,4,2
Summerview 1 (IEW1),66,26,2015,4,10,4,2
Summerview 2 (IEW2),66,12,2015,4,10,4,2
Suncor Chin Chute (SCR3),30,21,2015,4,10,4,2
Suncor Magrath (SCR2),30,17,2015,4,10,4,2
Suncor Wintering Hills (SCR4),88,35,2015,4,10,4,2
Ardenville Wind (ARD1),68,29,2015,4,10,4,3
Blackspring Ridge (BSR1),300,180,2015,4,10,4,3
Blue Trail Wind (BTR1),66,22,2015,4,10,4,3
Castle River #1 (CR1),39,2,2015,4,10,4,3
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,3
Cowley Ridge (CRW1),38,4,2015,4,10,4,3
Enmax Taber (TAB1),81,27,2015,4,10,4,3
Ghost Pine (NEP1),82,5,2015,4,10,4,3
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,3
Kettles Hill (KHW1),63,3,2015,4,10,4,3
McBride Lake Windfarm (AKE1),73,20,2015,4,10,4,3
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,3
Soderglen Wind  (GWW1),71,35,2015,4,10,4,3
Summerview 1 (IEW1),66,26,2015,4,10,4,3
Summerview 2 (IEW2),66,12,2015,4,10,4,3
Suncor Chin Chute (SCR3),30,21,2015,4,10,4,3
Suncor Magrath (SCR2),30,17,2015,4,10,4,3
Suncor Wintering Hills (SCR4),88,36,2015,4,10,4,3
Ardenville Wind (ARD1),68,29,2015,4,10,4,4
Blackspring Ridge (BSR1),300,183,2015,4,10,4,4
Blue Trail Wind (BTR1),66,24,2015,4,10,4,4
Castle River #1 (CR1),39,2,2015,4,10,4,4
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,4
Cowley Ridge (CRW1),38,4,2015,4,10,4,4
Enmax Taber (TAB1),81,27,2015,4,10,4,4
Ghost Pine (NEP1),82,5,2015,4,10,4,4
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,4
Kettles Hill (KHW1),63,3,2015,4,10,4,4
McBride Lake Windfarm (AKE1),73,21,2015,4,10,4,4
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,4
Soderglen Wind  (GWW1),71,35,2015,4,10,4,4
Summerview 1 (IEW1),66,25,2015,4,10,4,4
Summerview 2 (IEW2),66,12,2015,4,10,4,4
Suncor Chin Chute (SCR3),30,20,2015,4,10,4,4
Suncor Magrath (SCR2),30,17,2015,4,10,4,4
Suncor Wintering Hills (SCR4),88,36,2015,4,10,4,4
Ardenville Wind (ARD1),68,30,2015,4,10,4,5
Blackspring Ridge (BSR1),300,182,2015,4,10,4,5
Blue Trail Wind (BTR1),66,23,2015,4,10,4,5
Castle River #1 (CR1),39,2,2015,4,10,4,5
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,5
Cowley Ridge (CRW1),38,4,2015,4,10,4,5
Enmax Taber (TAB1),81,28,2015,4,10,4,5
Ghost Pine (NEP1),82,6,2015,4,10,4,5
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,5
Kettles Hill (KHW1),63,3,2015,4,10,4,5
McBride Lake Windfarm (AKE1),73,22,2015,4,10,4,5
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,5
Soderglen Wind  (GWW1),71,35,2015,4,10,4,5
Summerview 1 (IEW1),66,25,2015,4,10,4,5
Summerview 2 (IEW2),66,12,2015,4,10,4,5
Suncor Chin Chute (SCR3),30,19,2015,4,10,4,5
Suncor Magrath (SCR2),30,18,2015,4,10,4,5
Suncor Wintering Hills (SCR4),88,38,2015,4,10,4,5
Ardenville Wind (ARD1),68,30,2015,4,10,4,6
Blackspring Ridge (BSR1),300,183,2015,4,10,4,6
Blue Trail Wind (BTR1),66,23,2015,4,10,4,6
Castle River #1 (CR1),39,2,2015,4,10,4,6
Castle Rock Wind Farm (CRR1),77,12,2015,4,10,4,6
Cowley Ridge (CRW1),38,4,2015,4,10,4,6
Enmax Taber (TAB1),81,28,2015,4,10,4,6
Ghost Pine (NEP1),82,6,2015,4,10,4,6
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,6
Kettles Hill (KHW1),63,3,2015,4,10,4,6
McBride Lake Windfarm (AKE1),73,22,2015,4,10,4,6
Oldman 2 Wind Farm 1 (OWF1),46,5,2015,4,10,4,6
Soderglen Wind  (GWW1),71,36,2015,4,10,4,6
Summerview 1 (IEW1),66,24,2015,4,10,4,6
Summerview 2 (IEW2),66,12,2015,4,10,4,6
Suncor Chin Chute (SCR3),30,19,2015,4,10,4,6
Suncor Magrath (SCR2),30,18,2015,4,10,4,6
Suncor Wintering Hills (SCR4),88,38,2015,4,10,4,6
Ardenville Wind (ARD1),68,30,2015,4,10,4,7
Blackspring Ridge (BSR1),300,184,2015,4,10,4,7
Blue Trail Wind (BTR1),66,22,2015,4,10,4,7
Castle River #1 (CR1),39,2,2015,4,10,4,7
Castle Rock Wind Farm (CRR1),77,11,2015,4,10,4,7
Cowley Ridge (CRW1),38,4,2015,4,10,4,7
Enmax Taber (TAB1),81,28,2015,4,10,4,7
Ghost Pine (NEP1),82,5,2015,4,10,4,7
Halkirk Wind Power Facility (HAL1),150,144,2015,4,10,4,7
Kettles Hill (KHW1),63,3,2015,4,10,4,7
