Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,4,2015,4,24,14,0
Blackspring Ridge (BSR1),300,24,2015,4,24,14,0
Blue Trail Wind (BTR1),66,13,2015,4,24,14,0
Castle River #1 (CR1),39,27,2015,4,24,14,0
Castle Rock Wind Farm (CRR1),77,55,2015,4,24,14,0
Cowley Ridge (CRW1),38,26,2015,4,24,14,0
Enmax Taber (TAB1),81,14,2015,4,24,14,0
Ghost Pine (NEP1),82,14,2015,4,24,14,0
Halkirk Wind Power Facility (HAL1),150,53,2015,4,24,14,0
Kettles Hill (KHW1),63,34,2015,4,24,14,0
McBride Lake Windfarm (AKE1),73,0,2015,4,24,14,0
Oldman 2 Wind Farm 1 (OWF1),46,34,2015,4,24,14,0
Soderglen Wind  (GWW1),71,7,2015,4,24,14,0
Summerview 1 (IEW1),66,40,2015,4,24,14,0
Summerview 2 (IEW2),66,33,2015,4,24,14,0
Suncor Chin Chute (SCR3),30,4,2015,4,24,14,0
Suncor Magrath (SCR2),30,5,2015,4,24,14,0
Suncor Wintering Hills (SCR4),88,7,2015,4,24,14,0
Ardenville Wind (ARD1),68,4,2015,4,24,14,1
Blackspring Ridge (BSR1),300,25,2015,4,24,14,1
Blue Trail Wind (BTR1),66,13,2015,4,24,14,1
Castle River #1 (CR1),39,29,2015,4,24,14,1
Castle Rock Wind Farm (CRR1),77,58,2015,4,24,14,1
Cowley Ridge (CRW1),38,23,2015,4,24,14,1
Enmax Taber (TAB1),81,15,2015,4,24,14,1
Ghost Pine (NEP1),82,14,2015,4,24,14,1
Halkirk Wind Power Facility (HAL1),150,53,2015,4,24,14,1
Kettles Hill (KHW1),63,37,2015,4,24,14,1
McBride Lake Windfarm (AKE1),73,2,2015,4,24,14,1
Oldman 2 Wind Farm 1 (OWF1),46,32,2015,4,24,14,1
Soderglen Wind  (GWW1),71,6,2015,4,24,14,1
Summerview 1 (IEW1),66,43,2015,4,24,14,1
Summerview 2 (IEW2),66,29,2015,4,24,14,1
Suncor Chin Chute (SCR3),30,4,2015,4,24,14,1
Suncor Magrath (SCR2),30,5,2015,4,24,14,1
Suncor Wintering Hills (SCR4),88,8,2015,4,24,14,1
Ardenville Wind (ARD1),68,4,2015,4,24,14,2
Blackspring Ridge (BSR1),300,26,2015,4,24,14,2
Blue Trail Wind (BTR1),66,15,2015,4,24,14,2
Castle River #1 (CR1),39,29,2015,4,24,14,2
Castle Rock Wind Farm (CRR1),77,57,2015,4,24,14,2
Cowley Ridge (CRW1),38,24,2015,4,24,14,2
Enmax Taber (TAB1),81,18,2015,4,24,14,2
Ghost Pine (NEP1),82,13,2015,4,24,14,2
Halkirk Wind Power Facility (HAL1),150,51,2015,4,24,14,2
Kettles Hill (KHW1),63,40,2015,4,24,14,2
McBride Lake Windfarm (AKE1),73,2,2015,4,24,14,2
Oldman 2 Wind Farm 1 (OWF1),46,35,2015,4,24,14,2
Soderglen Wind  (GWW1),71,6,2015,4,24,14,2
Summerview 1 (IEW1),66,44,2015,4,24,14,2
Summerview 2 (IEW2),66,29,2015,4,24,14,2
Suncor Chin Chute (SCR3),30,4,2015,4,24,14,2
Suncor Magrath (SCR2),30,5,2015,4,24,14,2
Suncor Wintering Hills (SCR4),88,8,2015,4,24,14,2
Ardenville Wind (ARD1),68,3,2015,4,24,14,3
Blackspring Ridge (BSR1),300,26,2015,4,24,14,3
Blue Trail Wind (BTR1),66,17,2015,4,24,14,3
Castle River #1 (CR1),39,31,2015,4,24,14,3
Castle Rock Wind Farm (CRR1),77,58,2015,4,24,14,3
Cowley Ridge (CRW1),38,24,2015,4,24,14,3
Enmax Taber (TAB1),81,19,2015,4,24,14,3
Ghost Pine (NEP1),82,14,2015,4,24,14,3
Halkirk Wind Power Facility (HAL1),150,49,2015,4,24,14,3
Kettles Hill (KHW1),63,40,2015,4,24,14,3
McBride Lake Windfarm (AKE1),73,8,2015,4,24,14,3
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,14,3
Soderglen Wind  (GWW1),71,5,2015,4,24,14,3
Summerview 1 (IEW1),66,46,2015,4,24,14,3
Summerview 2 (IEW2),66,28,2015,4,24,14,3
Suncor Chin Chute (SCR3),30,4,2015,4,24,14,3
Suncor Magrath (SCR2),30,4,2015,4,24,14,3
Suncor Wintering Hills (SCR4),88,8,2015,4,24,14,3
Ardenville Wind (ARD1),68,2,2015,4,24,14,4
Blackspring Ridge (BSR1),300,24,2015,4,24,14,4
Blue Trail Wind (BTR1),66,14,2015,4,24,14,4
Castle River #1 (CR1),39,29,2015,4,24,14,4
Castle Rock Wind Farm (CRR1),77,54,2015,4,24,14,4
