Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,57,2015,4,24,22,0
Blackspring Ridge (BSR1),300,142,2015,4,24,22,0
Blue Trail Wind (BTR1),66,44,2015,4,24,22,0
Castle River #1 (CR1),39,26,2015,4,24,22,0
Castle Rock Wind Farm (CRR1),77,21,2015,4,24,22,0
Cowley Ridge (CRW1),38,13,2015,4,24,22,0
Enmax Taber (TAB1),81,54,2015,4,24,22,0
Ghost Pine (NEP1),82,5,2015,4,24,22,0
Halkirk Wind Power Facility (HAL1),150,71,2015,4,24,22,0
Kettles Hill (KHW1),63,62,2015,4,24,22,0
McBride Lake Windfarm (AKE1),73,40,2015,4,24,22,0
Oldman 2 Wind Farm 1 (OWF1),46,40,2015,4,24,22,0
Soderglen Wind  (GWW1),71,64,2015,4,24,22,0
Summerview 1 (IEW1),66,57,2015,4,24,22,0
Summerview 2 (IEW2),66,36,2015,4,24,22,0
Suncor Chin Chute (SCR3),30,23,2015,4,24,22,0
Suncor Magrath (SCR2),30,25,2015,4,24,22,0
Suncor Wintering Hills (SCR4),88,46,2015,4,24,22,0
Ardenville Wind (ARD1),68,57,2015,4,24,22,1
Blackspring Ridge (BSR1),300,138,2015,4,24,22,1
Blue Trail Wind (BTR1),66,43,2015,4,24,22,1
Castle River #1 (CR1),39,26,2015,4,24,22,1
Castle Rock Wind Farm (CRR1),77,20,2015,4,24,22,1
Cowley Ridge (CRW1),38,12,2015,4,24,22,1
Enmax Taber (TAB1),81,54,2015,4,24,22,1
Ghost Pine (NEP1),82,5,2015,4,24,22,1
Halkirk Wind Power Facility (HAL1),150,72,2015,4,24,22,1
Kettles Hill (KHW1),63,62,2015,4,24,22,1
McBride Lake Windfarm (AKE1),73,39,2015,4,24,22,1
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,22,1
Soderglen Wind  (GWW1),71,64,2015,4,24,22,1
Summerview 1 (IEW1),66,57,2015,4,24,22,1
Summerview 2 (IEW2),66,34,2015,4,24,22,1
Suncor Chin Chute (SCR3),30,23,2015,4,24,22,1
Suncor Magrath (SCR2),30,25,2015,4,24,22,1
Suncor Wintering Hills (SCR4),88,47,2015,4,24,22,1
Ardenville Wind (ARD1),68,58,2015,4,24,22,2
Blackspring Ridge (BSR1),300,134,2015,4,24,22,2
Blue Trail Wind (BTR1),66,43,2015,4,24,22,2
Castle River #1 (CR1),39,26,2015,4,24,22,2
Castle Rock Wind Farm (CRR1),77,21,2015,4,24,22,2
Cowley Ridge (CRW1),38,11,2015,4,24,22,2
Enmax Taber (TAB1),81,54,2015,4,24,22,2
Ghost Pine (NEP1),82,5,2015,4,24,22,2
Halkirk Wind Power Facility (HAL1),150,71,2015,4,24,22,2
Kettles Hill (KHW1),63,62,2015,4,24,22,2
McBride Lake Windfarm (AKE1),73,39,2015,4,24,22,2
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,22,2
Soderglen Wind  (GWW1),71,64,2015,4,24,22,2
Summerview 1 (IEW1),66,58,2015,4,24,22,2
Summerview 2 (IEW2),66,36,2015,4,24,22,2
Suncor Chin Chute (SCR3),30,24,2015,4,24,22,2
Suncor Magrath (SCR2),30,25,2015,4,24,22,2
Suncor Wintering Hills (SCR4),88,46,2015,4,24,22,2
Ardenville Wind (ARD1),68,58,2015,4,24,22,3
Blackspring Ridge (BSR1),300,130,2015,4,24,22,3
Blue Trail Wind (BTR1),66,45,2015,4,24,22,3
Castle River #1 (CR1),39,26,2015,4,24,22,3
Castle Rock Wind Farm (CRR1),77,20,2015,4,24,22,3
Cowley Ridge (CRW1),38,11,2015,4,24,22,3
Enmax Taber (TAB1),81,54,2015,4,24,22,3
Ghost Pine (NEP1),82,5,2015,4,24,22,3
Halkirk Wind Power Facility (HAL1),150,69,2015,4,24,22,3
Kettles Hill (KHW1),63,61,2015,4,24,22,3
McBride Lake Windfarm (AKE1),73,39,2015,4,24,22,3
Oldman 2 Wind Farm 1 (OWF1),46,40,2015,4,24,22,3
Soderglen Wind  (GWW1),71,62,2015,4,24,22,3
Summerview 1 (IEW1),66,59,2015,4,24,22,3
Summerview 2 (IEW2),66,35,2015,4,24,22,3
Suncor Chin Chute (SCR3),30,23,2015,4,24,22,3
Suncor Magrath (SCR2),30,24,2015,4,24,22,3
Suncor Wintering Hills (SCR4),88,45,2015,4,24,22,3
Ardenville Wind (ARD1),68,57,2015,4,24,22,4
Blackspring Ridge (BSR1),300,130,2015,4,24,22,4
Blue Trail Wind (BTR1),66,43,2015,4,24,22,4
Castle River #1 (CR1),39,26,2015,4,24,22,4
Castle Rock Wind Farm (CRR1),77,20,2015,4,24,22,4
Cowley Ridge (CRW1),38,10,2015,4,24,22,4
Enmax Taber (TAB1),81,53,2015,4,24,22,4
Ghost Pine (NEP1),82,6,2015,4,24,22,4
Halkirk Wind Power Facility (HAL1),150,68,2015,4,24,22,4
Kettles Hill (KHW1),63,61,2015,4,24,22,4
McBride Lake Windfarm (AKE1),73,40,2015,4,24,22,4
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,22,4
Soderglen Wind  (GWW1),71,62,2015,4,24,22,4
Summerview 1 (IEW1),66,59,2015,4,24,22,4
Summerview 2 (IEW2),66,35,2015,4,24,22,4
Suncor Chin Chute (SCR3),30,24,2015,4,24,22,4
Suncor Magrath (SCR2),30,25,2015,4,24,22,4
Suncor Wintering Hills (SCR4),88,45,2015,4,24,22,4
Ardenville Wind (ARD1),68,57,2015,4,24,22,5
Blackspring Ridge (BSR1),300,128,2015,4,24,22,5
Blue Trail Wind (BTR1),66,45,2015,4,24,22,5
Castle River #1 (CR1),39,26,2015,4,24,22,5
Castle Rock Wind Farm (CRR1),77,20,2015,4,24,22,5
Cowley Ridge (CRW1),38,9,2015,4,24,22,5
Enmax Taber (TAB1),81,54,2015,4,24,22,5
Ghost Pine (NEP1),82,6,2015,4,24,22,5
Halkirk Wind Power Facility (HAL1),150,68,2015,4,24,22,5
Kettles Hill (KHW1),63,61,2015,4,24,22,5
McBride Lake Windfarm (AKE1),73,38,2015,4,24,22,5
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,22,5
Soderglen Wind  (GWW1),71,63,2015,4,24,22,5
Summerview 1 (IEW1),66,59,2015,4,24,22,5
Summerview 2 (IEW2),66,35,2015,4,24,22,5
Suncor Chin Chute (SCR3),30,24,2015,4,24,22,5
Suncor Magrath (SCR2),30,24,2015,4,24,22,5
Suncor Wintering Hills (SCR4),88,44,2015,4,24,22,5
Ardenville Wind (ARD1),68,57,2015,4,24,22,6
Blackspring Ridge (BSR1),300,126,2015,4,24,22,6
Blue Trail Wind (BTR1),66,45,2015,4,24,22,6
Castle River #1 (CR1),39,26,2015,4,24,22,6
Castle Rock Wind Farm (CRR1),77,20,2015,4,24,22,6
Cowley Ridge (CRW1),38,9,2015,4,24,22,6
Enmax Taber (TAB1),81,55,2015,4,24,22,6
Ghost Pine (NEP1),82,6,2015,4,24,22,6
Halkirk Wind Power Facility (HAL1),150,65,2015,4,24,22,6
Kettles Hill (KHW1),63,61,2015,4,24,22,6
McBride Lake Windfarm (AKE1),73,39,2015,4,24,22,6
Oldman 2 Wind Farm 1 (OWF1),46,39,2015,4,24,22,6
Soderglen Wind  (GWW1),71,62,2015,4,24,22,6
Summerview 1 (IEW1),66,59,2015,4,24,22,6
Summerview 2 (IEW2),66,34,2015,4,24,22,6
Suncor Chin Chute (SCR3),30,24,2015,4,24,22,6
Suncor Magrath (SCR2),30,24,2015,4,24,22,6
Suncor Wintering Hills (SCR4),88,43,2015,4,24,22,6
Ardenville Wind (ARD1),68,58,2015,4,24,22,7
Blackspring Ridge (BSR1),300,125,2015,4,24,22,7
Blue Trail Wind (BTR1),66,46,2015,4,24,22,7
Castle River #1 (CR1),39,26,2015,4,24,22,7
Castle Rock Wind Farm (CRR1),77,21,2015,4,24,22,7
Cowley Ridge (CRW1),38,8,2015,4,24,22,7
Enmax Taber (TAB1),81,57,2015,4,24,22,7
Ghost Pine (NEP1),82,6,2015,4,24,22,7
Halkirk Wind Power Facility (HAL1),150,67,2015,4,24,22,7
Kettles Hill (KHW1),63,60,2015,4,24,22,7
McBride Lake Windfarm (AKE1),73,39,2015,4,24,22,7
Oldman 2 Wind Farm 1 (OWF1),46,40,2015,4,24,22,7
Soderglen Wind  (GWW1),71,61,2015,4,24,22,7
Summerview 1 (IEW1),66,59,2015,4,24,22,7
Summerview 2 (IEW2),66,35,2015,4,24,22,7
Suncor Chin Chute (SCR3),30,24,2015,4,24,22,7
