Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,0,2015,4,21,5,0
Blackspring Ridge (BSR1),300,1,2015,4,21,5,0
Blue Trail Wind (BTR1),66,0,2015,4,21,5,0
Castle River #1 (CR1),39,2,2015,4,21,5,0
Castle Rock Wind Farm (CRR1),77,2,2015,4,21,5,0
Cowley Ridge (CRW1),38,0,2015,4,21,5,0
Enmax Taber (TAB1),81,0,2015,4,21,5,0
Ghost Pine (NEP1),82,0,2015,4,21,5,0
Halkirk Wind Power Facility (HAL1),150,86,2015,4,21,5,0
Kettles Hill (KHW1),63,0,2015,4,21,5,0
McBride Lake Windfarm (AKE1),73,0,2015,4,21,5,0
Oldman 2 Wind Farm 1 (OWF1),46,2,2015,4,21,5,0
Soderglen Wind  (GWW1),71,0,2015,4,21,5,0
Summerview 1 (IEW1),66,0,2015,4,21,5,0
Summerview 2 (IEW2),66,0,2015,4,21,5,0
Suncor Chin Chute (SCR3),30,2,2015,4,21,5,0
Suncor Magrath (SCR2),30,1,2015,4,21,5,0
Suncor Wintering Hills (SCR4),88,1,2015,4,21,5,0
Ardenville Wind (ARD1),68,0,2015,4,21,5,1
Blackspring Ridge (BSR1),300,1,2015,4,21,5,1
Blue Trail Wind (BTR1),66,0,2015,4,21,5,1
Castle River #1 (CR1),39,2,2015,4,21,5,1
Castle Rock Wind Farm (CRR1),77,2,2015,4,21,5,1
Cowley Ridge (CRW1),38,0,2015,4,21,5,1
Enmax Taber (TAB1),81,0,2015,4,21,5,1
Ghost Pine (NEP1),82,0,2015,4,21,5,1
Halkirk Wind Power Facility (HAL1),150,86,2015,4,21,5,1
Kettles Hill (KHW1),63,0,2015,4,21,5,1
McBride Lake Windfarm (AKE1),73,0,2015,4,21,5,1
Oldman 2 Wind Farm 1 (OWF1),46,1,2015,4,21,5,1
Soderglen Wind  (GWW1),71,0,2015,4,21,5,1
Summerview 1 (IEW1),66,0,2015,4,21,5,1
Summerview 2 (IEW2),66,0,2015,4,21,5,1
Suncor Chin Chute (SCR3),30,2,2015,4,21,5,1
Suncor Magrath (SCR2),30,1,2015,4,21,5,1
Suncor Wintering Hills (SCR4),88,1,2015,4,21,5,1
Ardenville Wind (ARD1),68,0,2015,4,21,5,2
Blackspring Ridge (BSR1),300,1,2015,4,21,5,2
Blue Trail Wind (BTR1),66,0,2015,4,21,5,2
Castle River #1 (CR1),39,2,2015,4,21,5,2
Castle Rock Wind Farm (CRR1),77,2,2015,4,21,5,2
Cowley Ridge (CRW1),38,0,2015,4,21,5,2
Enmax Taber (TAB1),81,0,2015,4,21,5,2
Ghost Pine (NEP1),82,0,2015,4,21,5,2
Halkirk Wind Power Facility (HAL1),150,85,2015,4,21,5,2
Kettles Hill (KHW1),63,0,2015,4,21,5,2
McBride Lake Windfarm (AKE1),73,0,2015,4,21,5,2
Oldman 2 Wind Farm 1 (OWF1),46,2,2015,4,21,5,2
Soderglen Wind  (GWW1),71,0,2015,4,21,5,2
Summerview 1 (IEW1),66,0,2015,4,21,5,2
Summerview 2 (IEW2),66,0,2015,4,21,5,2
Suncor Chin Chute (SCR3),30,2,2015,4,21,5,2
Suncor Magrath (SCR2),30,1,2015,4,21,5,2
Suncor Wintering Hills (SCR4),88,1,2015,4,21,5,2
Ardenville Wind (ARD1),68,0,2015,4,21,5,3
Blackspring Ridge (BSR1),300,2,2015,4,21,5,3
Blue Trail Wind (BTR1),66,0,2015,4,21,5,3
Castle River #1 (CR1),39,2,2015,4,21,5,3
Castle Rock Wind Farm (CRR1),77,2,2015,4,21,5,3
Cowley Ridge (CRW1),38,0,2015,4,21,5,3
Enmax Taber (TAB1),81,1,2015,4,21,5,3
Ghost Pine (NEP1),82,0,2015,4,21,5,3
Halkirk Wind Power Facility (HAL1),150,86,2015,4,21,5,3
Kettles Hill (KHW1),63,0,2015,4,21,5,3
McBride Lake Windfarm (AKE1),73,0,2015,4,21,5,3
Oldman 2 Wind Farm 1 (OWF1),46,2,2015,4,21,5,3
Soderglen Wind  (GWW1),71,0,2015,4,21,5,3
Summerview 1 (IEW1),66,0,2015,4,21,5,3
Summerview 2 (IEW2),66,0,2015,4,21,5,3
Suncor Chin Chute (SCR3),30,2,2015,4,21,5,3
Suncor Magrath (SCR2),30,1,2015,4,21,5,3
Suncor Wintering Hills (SCR4),88,1,2015,4,21,5,3
Ardenville Wind (ARD1),68,0,2015,4,21,5,4
Blackspring Ridge (BSR1),300,1,2015,4,21,5,4
Blue Trail Wind (BTR1),66,0,2015,4,21,5,4
Castle River #1 (CR1),39,1,2015,4,21,5,4
Castle Rock Wind Farm (CRR1),77,2,2015,4,21,5,4
Cowley Ridge (CRW1),38,0,2015,4,21,5,4
Enmax Taber (TAB1),81,1,2015,4,21,5,4
Ghost Pine (NEP1),82,0,2015,4,21,5,4
Halkirk Wind Power Facility (HAL1),150,84,2015,4,21,5,4
Kettles Hill (KHW1),63,0,2015,4,21,5,4
McBride Lake Windfarm (AKE1),73,0,2015,4,21,5,4
Oldman 2 Wind Farm 1 (OWF1),46,2,2015,4,21,5,4
Soderglen Wind  (GWW1),71,0,2015,4,21,5,4
Summerview 1 (IEW1),66,0,2015,4,21,5,4
Summerview 2 (IEW2),66,0,2015,4,21,5,4
Suncor Chin Chute (SCR3),30,3,2015,4,21,5,4
Suncor Magrath (SCR2),30,1,2015,4,21,5,4
Suncor Wintering Hills (SCR4),88,0,2015,4,21,5,4
Ardenville Wind (ARD1),68,0,2015,4,21,5,5
Blackspring Ridge (BSR1),300,1,2015,4,21,5,5
