Asset,Maximum Capability,Total Net Generation,Year,Month,Day,Hour,Minute
Ardenville Wind (ARD1),68,25,2015,4,23,10,30
Blackspring Ridge (BSR1),300,108,2015,4,23,10,30
Blue Trail Wind (BTR1),66,14,2015,4,23,10,30
Castle River #1 (CR1),39,17,2015,4,23,10,30
Castle Rock Wind Farm (CRR1),77,60,2015,4,23,10,30
Cowley Ridge (CRW1),38,23,2015,4,23,10,30
Enmax Taber (TAB1),81,13,2015,4,23,10,30
Ghost Pine (NEP1),82,0,2015,4,23,10,30
Halkirk Wind Power Facility (HAL1),150,20,2015,4,23,10,30
Kettles Hill (KHW1),63,59,2015,4,23,10,30
McBride Lake Windfarm (AKE1),73,20,2015,4,23,10,30
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,30
Soderglen Wind  (GWW1),71,42,2015,4,23,10,30
Summerview 1 (IEW1),66,48,2015,4,23,10,30
Summerview 2 (IEW2),66,48,2015,4,23,10,30
Suncor Chin Chute (SCR3),30,7,2015,4,23,10,30
Suncor Magrath (SCR2),30,17,2015,4,23,10,30
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,30
Ardenville Wind (ARD1),68,26,2015,4,23,10,31
Blackspring Ridge (BSR1),300,105,2015,4,23,10,31
Blue Trail Wind (BTR1),66,13,2015,4,23,10,31
Castle River #1 (CR1),39,20,2015,4,23,10,31
Castle Rock Wind Farm (CRR1),77,60,2015,4,23,10,31
Cowley Ridge (CRW1),38,23,2015,4,23,10,31
Enmax Taber (TAB1),81,13,2015,4,23,10,31
Ghost Pine (NEP1),82,0,2015,4,23,10,31
Halkirk Wind Power Facility (HAL1),150,18,2015,4,23,10,31
Kettles Hill (KHW1),63,58,2015,4,23,10,31
McBride Lake Windfarm (AKE1),73,26,2015,4,23,10,31
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,31
Soderglen Wind  (GWW1),71,42,2015,4,23,10,31
Summerview 1 (IEW1),66,48,2015,4,23,10,31
Summerview 2 (IEW2),66,44,2015,4,23,10,31
Suncor Chin Chute (SCR3),30,6,2015,4,23,10,31
Suncor Magrath (SCR2),30,20,2015,4,23,10,31
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,31
Ardenville Wind (ARD1),68,26,2015,4,23,10,32
Blackspring Ridge (BSR1),300,106,2015,4,23,10,32
Blue Trail Wind (BTR1),66,16,2015,4,23,10,32
Castle River #1 (CR1),39,21,2015,4,23,10,32
Castle Rock Wind Farm (CRR1),77,56,2015,4,23,10,32
Cowley Ridge (CRW1),38,22,2015,4,23,10,32
Enmax Taber (TAB1),81,13,2015,4,23,10,32
Ghost Pine (NEP1),82,0,2015,4,23,10,32
Halkirk Wind Power Facility (HAL1),150,19,2015,4,23,10,32
Kettles Hill (KHW1),63,59,2015,4,23,10,32
McBride Lake Windfarm (AKE1),73,28,2015,4,23,10,32
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,32
Soderglen Wind  (GWW1),71,43,2015,4,23,10,32
Summerview 1 (IEW1),66,49,2015,4,23,10,32
Summerview 2 (IEW2),66,46,2015,4,23,10,32
Suncor Chin Chute (SCR3),30,6,2015,4,23,10,32
Suncor Magrath (SCR2),30,17,2015,4,23,10,32
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,32
Ardenville Wind (ARD1),68,27,2015,4,23,10,33
Blackspring Ridge (BSR1),300,98,2015,4,23,10,33
Blue Trail Wind (BTR1),66,19,2015,4,23,10,33
Castle River #1 (CR1),39,23,2015,4,23,10,33
Castle Rock Wind Farm (CRR1),77,62,2015,4,23,10,33
Cowley Ridge (CRW1),38,22,2015,4,23,10,33
Enmax Taber (TAB1),81,13,2015,4,23,10,33
Ghost Pine (NEP1),82,0,2015,4,23,10,33
Halkirk Wind Power Facility (HAL1),150,18,2015,4,23,10,33
Kettles Hill (KHW1),63,61,2015,4,23,10,33
McBride Lake Windfarm (AKE1),73,35,2015,4,23,10,33
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,33
Soderglen Wind  (GWW1),71,40,2015,4,23,10,33
Summerview 1 (IEW1),66,45,2015,4,23,10,33
Summerview 2 (IEW2),66,45,2015,4,23,10,33
Suncor Chin Chute (SCR3),30,7,2015,4,23,10,33
Suncor Magrath (SCR2),30,15,2015,4,23,10,33
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,33
Ardenville Wind (ARD1),68,28,2015,4,23,10,34
Blackspring Ridge (BSR1),300,103,2015,4,23,10,34
Blue Trail Wind (BTR1),66,16,2015,4,23,10,34
Castle River #1 (CR1),39,20,2015,4,23,10,34
Castle Rock Wind Farm (CRR1),77,61,2015,4,23,10,34
Cowley Ridge (CRW1),38,24,2015,4,23,10,34
Enmax Taber (TAB1),81,12,2015,4,23,10,34
Ghost Pine (NEP1),82,0,2015,4,23,10,34
Halkirk Wind Power Facility (HAL1),150,18,2015,4,23,10,34
Kettles Hill (KHW1),63,61,2015,4,23,10,34
McBride Lake Windfarm (AKE1),73,40,2015,4,23,10,34
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,34
Soderglen Wind  (GWW1),71,40,2015,4,23,10,34
Summerview 1 (IEW1),66,47,2015,4,23,10,34
Summerview 2 (IEW2),66,48,2015,4,23,10,34
Suncor Chin Chute (SCR3),30,6,2015,4,23,10,34
Suncor Magrath (SCR2),30,16,2015,4,23,10,34
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,34
Ardenville Wind (ARD1),68,27,2015,4,23,10,35
Blackspring Ridge (BSR1),300,105,2015,4,23,10,35
Blue Trail Wind (BTR1),66,18,2015,4,23,10,35
Castle River #1 (CR1),39,20,2015,4,23,10,35
Castle Rock Wind Farm (CRR1),77,56,2015,4,23,10,35
Cowley Ridge (CRW1),38,24,2015,4,23,10,35
Enmax Taber (TAB1),81,13,2015,4,23,10,35
Ghost Pine (NEP1),82,0,2015,4,23,10,35
Halkirk Wind Power Facility (HAL1),150,19,2015,4,23,10,35
Kettles Hill (KHW1),63,61,2015,4,23,10,35
McBride Lake Windfarm (AKE1),73,43,2015,4,23,10,35
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,35
Soderglen Wind  (GWW1),71,40,2015,4,23,10,35
Summerview 1 (IEW1),66,49,2015,4,23,10,35
Summerview 2 (IEW2),66,46,2015,4,23,10,35
Suncor Chin Chute (SCR3),30,5,2015,4,23,10,35
Suncor Magrath (SCR2),30,21,2015,4,23,10,35
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,35
Ardenville Wind (ARD1),68,27,2015,4,23,10,36
Blackspring Ridge (BSR1),300,105,2015,4,23,10,36
Blue Trail Wind (BTR1),66,17,2015,4,23,10,36
Castle River #1 (CR1),39,20,2015,4,23,10,36
Castle Rock Wind Farm (CRR1),77,60,2015,4,23,10,36
Cowley Ridge (CRW1),38,22,2015,4,23,10,36
Enmax Taber (TAB1),81,13,2015,4,23,10,36
Ghost Pine (NEP1),82,0,2015,4,23,10,36
Halkirk Wind Power Facility (HAL1),150,20,2015,4,23,10,36
Kettles Hill (KHW1),63,61,2015,4,23,10,36
McBride Lake Windfarm (AKE1),73,44,2015,4,23,10,36
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,36
Soderglen Wind  (GWW1),71,38,2015,4,23,10,36
Summerview 1 (IEW1),66,52,2015,4,23,10,36
Summerview 2 (IEW2),66,48,2015,4,23,10,36
Suncor Chin Chute (SCR3),30,5,2015,4,23,10,36
Suncor Magrath (SCR2),30,19,2015,4,23,10,36
Suncor Wintering Hills (SCR4),88,1,2015,4,23,10,36
Ardenville Wind (ARD1),68,28,2015,4,23,10,37
Blackspring Ridge (BSR1),300,108,2015,4,23,10,37
Blue Trail Wind (BTR1),66,19,2015,4,23,10,37
Castle River #1 (CR1),39,22,2015,4,23,10,37
Castle Rock Wind Farm (CRR1),77,54,2015,4,23,10,37
Cowley Ridge (CRW1),38,23,2015,4,23,10,37
Enmax Taber (TAB1),81,12,2015,4,23,10,37
Ghost Pine (NEP1),82,0,2015,4,23,10,37
Halkirk Wind Power Facility (HAL1),150,19,2015,4,23,10,37
Kettles Hill (KHW1),63,61,2015,4,23,10,37
McBride Lake Windfarm (AKE1),73,44,2015,4,23,10,37
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,37
Soderglen Wind  (GWW1),71,39,2015,4,23,10,37
Summerview 1 (IEW1),66,52,2015,4,23,10,37
Summerview 2 (IEW2),66,48,2015,4,23,10,37
Suncor Chin Chute (SCR3),30,7,2015,4,23,10,37
Suncor Magrath (SCR2),30,18,2015,4,23,10,37
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,37
Ardenville Wind (ARD1),68,25,2015,4,23,10,38
Blackspring Ridge (BSR1),300,108,2015,4,23,10,38
Blue Trail Wind (BTR1),66,23,2015,4,23,10,38
Castle River #1 (CR1),39,24,2015,4,23,10,38
Castle Rock Wind Farm (CRR1),77,58,2015,4,23,10,38
Cowley Ridge (CRW1),38,24,2015,4,23,10,38
Enmax Taber (TAB1),81,11,2015,4,23,10,38
Ghost Pine (NEP1),82,0,2015,4,23,10,38
Halkirk Wind Power Facility (HAL1),150,18,2015,4,23,10,38
Kettles Hill (KHW1),63,60,2015,4,23,10,38
McBride Lake Windfarm (AKE1),73,44,2015,4,23,10,38
Oldman 2 Wind Farm 1 (OWF1),46,43,2015,4,23,10,38
Soderglen Wind  (GWW1),71,42,2015,4,23,10,38
Summerview 1 (IEW1),66,50,2015,4,23,10,38
Summerview 2 (IEW2),66,49,2015,4,23,10,38
Suncor Chin Chute (SCR3),30,7,2015,4,23,10,38
Suncor Magrath (SCR2),30,21,2015,4,23,10,38
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,38
Ardenville Wind (ARD1),68,24,2015,4,23,10,39
Blackspring Ridge (BSR1),300,107,2015,4,23,10,39
Blue Trail Wind (BTR1),66,28,2015,4,23,10,39
Castle River #1 (CR1),39,24,2015,4,23,10,39
Castle Rock Wind Farm (CRR1),77,62,2015,4,23,10,39
Cowley Ridge (CRW1),38,23,2015,4,23,10,39
Enmax Taber (TAB1),81,14,2015,4,23,10,39
Ghost Pine (NEP1),82,0,2015,4,23,10,39
Halkirk Wind Power Facility (HAL1),150,20,2015,4,23,10,39
Kettles Hill (KHW1),63,59,2015,4,23,10,39
McBride Lake Windfarm (AKE1),73,45,2015,4,23,10,39
Oldman 2 Wind Farm 1 (OWF1),46,44,2015,4,23,10,39
Soderglen Wind  (GWW1),71,42,2015,4,23,10,39
Summerview 1 (IEW1),66,49,2015,4,23,10,39
Summerview 2 (IEW2),66,47,2015,4,23,10,39
Suncor Chin Chute (SCR3),30,7,2015,4,23,10,39
Suncor Magrath (SCR2),30,20,2015,4,23,10,39
Suncor Wintering Hills (SCR4),88,0,2015,4,23,10,39
Ardenville Wind (ARD1),68,25,2015,4,23,10,40
Blackspring Ridge (BSR1),300,108,2015,4,23,10,40
Blue Trail Wind (BTR1),66,32,2015,4,23,10,40
Castle River #1 (CR1),39,26,2015,4,23,10,40
